BHID,FROM,TO,_len,caco3,_acum,azmm,dipm,xm,ym,zm,azmb,dipb,xb,yb,zb,azme,dipe,xe,ye,ze,BHIDint
GL10DH2,102.0,105.0,3.0,93.10239999999999,279.30719999999997,135.0,-79.99999237060547,9762586.708543241,309444.29145629704,1403.9276020526886,135.0,-80.00001525878906,9762586.52436167,309444.47563788295,1402.4503903388977,135.0,-79.99999237060547,9762586.892725065,309444.1072744727,1405.4048136472702,2
GL10DH2,105.0,108.0,3.0,91.27933333333333,273.83799999999997,135.0,-79.99999237060547,9762587.07690689,309443.9230926484,1406.8820252418518,135.0,-79.99999237060547,9762586.892725065,309444.1072744727,1405.4048136472702,135.0,-79.99999237060547,9762587.261088714,309443.73891082406,1408.3592368364334,2
GL10DH2,108.0,111.0,3.0,64.37819999999984,193.13459999999952,135.0,-79.99999237060547,9762587.445270538,309443.55472899973,1409.836448431015,135.0,-79.99999237060547,9762587.261088714,309443.73891082406,1408.3592368364334,135.0,-79.99999237060547,9762587.629452363,309443.3705471754,1411.3136600255966,2
GL10DH2,111.0,114.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762587.813634187,309443.1863653511,1412.7908716201782,135.0,-79.99999237060547,9762587.629452363,309443.3705471754,1411.3136600255966,135.0,-79.99999237060547,9762587.997816011,309443.00218352675,1414.2680832147598,2
GL10DH2,114.0,117.0,2.0600000000000023,0.0,0.0,135.0,-79.99999237060547,9762588.181997836,309442.8180017024,1415.7452948093414,135.0,-79.99999237060547,9762587.997816011,309443.00218352675,1414.2680832147598,135.0,-80.0,9762588.36617966,309442.6338198781,1417.222506403923,2
GL10DH3,0.0,3.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762538.184181571,309496.8158184141,1302.477211713791,135.0,-80.00001525878906,9762538.0,309497.0,1301.0,135.0,-79.99999237060547,9762538.368363395,309496.63163658977,1303.9544233083725,3
GL10DH3,3.0,6.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762538.55254522,309496.44745476544,1305.431634902954,135.0,-79.99999237060547,9762538.368363395,309496.63163658977,1303.9544233083725,135.0,-79.99999237060547,9762538.736727044,309496.2632729411,1306.9088464975357,3
GL10DH3,6.0,9.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762538.920908868,309496.0790911168,1308.3860580921173,135.0,-79.99999237060547,9762538.736727044,309496.2632729411,1306.9088464975357,135.0,-79.99999237060547,9762539.105090693,309495.89490929246,1309.863269686699,3
GL10DH3,9.0,12.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762539.289272517,309495.71072746813,1311.3404812812805,135.0,-79.99999237060547,9762539.105090693,309495.89490929246,1309.863269686699,135.0,-79.99999237060547,9762539.473454341,309495.5265456438,1312.8176928758621,3
GL10DH3,12.0,15.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762539.657636166,309495.3423638195,1314.2949044704437,135.0,-79.99999237060547,9762539.473454341,309495.5265456438,1312.8176928758621,135.0,-79.99999237060547,9762539.84181799,309495.15818199515,1315.7721160650253,3
GL10DH3,15.0,18.0,3.0,0.0,0.0,135.0,-79.9999771118164,9762540.025999933,309494.9740000367,1317.249327659607,135.0,-79.99999237060547,9762539.84181799,309495.15818199515,1315.7721160650253,135.0,-79.99999237060547,9762540.210181877,309494.7898180783,1318.7265392541885,3
GL10DH3,18.0,21.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762540.394363701,309494.60563625395,1320.2037508487701,135.0,-79.99999237060547,9762540.210181877,309494.7898180783,1318.7265392541885,135.0,-80.00001525878906,9762540.578545272,309494.42145466805,1321.680962562561,3
GL10DH3,21.0,24.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762540.762726843,309494.23727308214,1323.158174276352,135.0,-80.00001525878906,9762540.578545272,309494.42145466805,1321.680962562561,135.0,-79.99999237060547,9762540.946908668,309494.0530912578,1324.6353858709335,3
GL10DH3,24.0,27.0,3.0,0.0,0.0,135.0,-79.9999771118164,9762541.131090611,309493.8689092994,1326.1125974655151,135.0,-79.99999237060547,9762540.946908668,309494.0530912578,1324.6353858709335,135.0,-79.99999237060547,9762541.315272555,309493.68472734094,1327.5898090600967,3
GL10DH3,27.0,30.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762541.49945438,309493.5005455166,1329.0670206546783,135.0,-79.99999237060547,9762541.315272555,309493.68472734094,1327.5898090600967,135.0,-80.00001525878906,9762541.68363595,309493.3163639307,1330.5442323684692,3
GL10DH3,30.0,33.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762541.867817521,309493.1321823448,1332.0214440822601,135.0,-80.00001525878906,9762541.68363595,309493.3163639307,1330.5442323684692,135.0,-79.99999237060547,9762542.051999345,309492.94800052047,1333.4986556768417,3
GL10DH3,33.0,36.0,3.0,0.0,0.0,135.0,-79.9999771118164,9762542.236181289,309492.76381856203,1334.9758672714233,135.0,-79.99999237060547,9762542.051999345,309492.94800052047,1333.4986556768417,135.0,-79.99999237060547,9762542.420363232,309492.5796366036,1336.453078866005,3
GL10DH3,36.0,39.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762542.604545057,309492.39545477927,1337.9302904605865,135.0,-79.99999237060547,9762542.420363232,309492.5796366036,1336.453078866005,135.0,-80.00001525878906,9762542.788726628,309492.21127319336,1339.4075021743774,3
GL10DH3,39.0,42.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762542.972908199,309492.02709160745,1340.8847138881683,135.0,-80.00001525878906,9762542.788726628,309492.21127319336,1339.4075021743774,135.0,-79.99999237060547,9762543.157090023,309491.8429097831,1342.36192548275,3
GL10DH3,42.0,45.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762543.341271847,309491.6587279588,1343.8391370773315,135.0,-79.99999237060547,9762543.157090023,309491.8429097831,1342.36192548275,135.0,-79.99999237060547,9762543.525453672,309491.4745461345,1345.3163486719131,3
GL10DH3,45.0,48.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762543.709635496,309491.29036431015,1346.7935602664948,135.0,-79.99999237060547,9762543.525453672,309491.4745461345,1345.3163486719131,135.0,-79.99999237060547,9762543.89381732,309491.1061824858,1348.2707718610764,3
GL11DH1,0.0,3.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762681.184181571,309502.8158184141,1305.477211713791,135.0,-80.00001525878906,9762681.0,309503.0,1304.0,135.0,-79.99999237060547,9762681.368363395,309502.63163658977,1306.9544233083725,4
GL11DH1,3.0,6.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762681.55254522,309502.44745476544,1308.431634902954,135.0,-79.99999237060547,9762681.368363395,309502.63163658977,1306.9544233083725,135.0,-79.99999237060547,9762681.736727044,309502.2632729411,1309.9088464975357,4
GL11DH1,6.0,9.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762681.920908868,309502.0790911168,1311.3860580921173,135.0,-79.99999237060547,9762681.736727044,309502.2632729411,1309.9088464975357,135.0,-79.99999237060547,9762682.105090693,309501.89490929246,1312.863269686699,4
GL11DH1,9.0,12.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762682.289272517,309501.71072746813,1314.3404812812805,135.0,-79.99999237060547,9762682.105090693,309501.89490929246,1312.863269686699,135.0,-79.99999237060547,9762682.473454341,309501.5265456438,1315.8176928758621,4
GL11DH1,12.0,15.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762682.657636166,309501.3423638195,1317.2949044704437,135.0,-79.99999237060547,9762682.473454341,309501.5265456438,1315.8176928758621,135.0,-79.99999237060547,9762682.84181799,309501.15818199515,1318.7721160650253,4
GL11DH1,15.0,18.0,3.0,0.0,0.0,135.0,-79.9999771118164,9762683.025999933,309500.9740000367,1320.249327659607,135.0,-79.99999237060547,9762682.84181799,309501.15818199515,1318.7721160650253,135.0,-79.99999237060547,9762683.210181877,309500.7898180783,1321.7265392541885,4
GL11DH1,18.0,21.0,3.0,0.0,0.0,135.0,-79.99999237060547,9762683.394363701,309500.60563625395,1323.2037508487701,135.0,-79.99999237060547,9762683.210181877,309500.7898180783,1321.7265392541885,135.0,-80.00001525878906,9762683.578545272,309500.42145466805,1324.680962562561,4
GL11DH1,21.0,24.0,3.0,65.38259999999997,196.1477999999999,135.0,-79.99999237060547,9762683.762726843,309500.23727308214,1326.158174276352,135.0,-80.00001525878906,9762683.578545272,309500.42145466805,1324.680962562561,135.0,-79.99999237060547,9762683.946908668,309500.0530912578,1327.6353858709335,4
GL11DH1,24.0,27.0,3.0,90.95666666666666,272.87,135.0,-79.9999771118164,9762684.131090611,309499.8689092994,1329.1125974655151,135.0,-79.99999237060547,9762683.946908668,309500.0530912578,1327.6353858709335,135.0,-79.99999237060547,9762684.315272555,309499.68472734094,1330.5898090600967,4
GL11DH1,27.0,30.0,3.0,90.84333333333332,272.53,135.0,-79.99999237060547,9762684.49945438,309499.5005455166,1332.0670206546783,135.0,-79.99999237060547,9762684.315272555,309499.68472734094,1330.5898090600967,135.0,-80.00001525878906,9762684.68363595,309499.3163639307,1333.5442323684692,4
GL11DH1,30.0,33.0,3.0,88.875,266.625,135.0,-79.99999237060547,9762684.867817521,309499.1321823448,1335.0214440822601,135.0,-80.00001525878906,9762684.68363595,309499.3163639307,1333.5442323684692,135.0,-79.99999237060547,9762685.051999345,309498.94800052047,1336.4986556768417,4
GL11DH1,33.0,36.0,3.0,90.14833333333333,270.445,135.0,-79.9999771118164,9762685.236181289,309498.76381856203,1337.9758672714233,135.0,-79.99999237060547,9762685.051999345,309498.94800052047,1336.4986556768417,135.0,-79.99999237060547,9762685.420363232,309498.5796366036,1339.453078866005,4
