IJK,IX,IY,IZ,XC,YC,ZC,__in,caco3_OK,caco3_ID2,caco3_NN,caco3_Lagrange,caco3_KVar
7152,12,5,5,309485.0,9762475.0,1215.0,1.0,89.57316,89.57273,90.32083,-0.10220046,0.52771586
7153,13,5,5,309495.0,9762475.0,1215.0,1.0,89.725266,89.75413,90.32083,-0.120250285,0.5712826
7154,14,5,5,309505.0,9762475.0,1215.0,0.75,89.63421,89.73203,90.32083,-0.13864625,0.62330306
7155,15,5,5,309515.0,9762475.0,1215.0,0.25,88.17606,88.13956,90.32083,-0.20141426,0.70673597
7171,3,6,5,309395.0,9762485.0,1215.0,0.25,86.60455,85.9053,83.474,-0.074635774,0.381196
7172,4,6,5,309405.0,9762485.0,1215.0,0.5,86.78715,86.28164,83.474,-0.07281562,0.41802588
7173,5,6,5,309415.0,9762485.0,1215.0,0.5,87.01234,86.638016,83.8602,-0.07116067,0.43749812
7174,6,6,5,309425.0,9762485.0,1215.0,0.625,87.13441,86.766495,83.8602,-0.06715494,0.41775197
7175,7,6,5,309435.0,9762485.0,1215.0,0.625,87.26347,86.7701,83.8602,-0.06420502,0.3927688
7176,8,6,5,309445.0,9762485.0,1215.0,0.5,87.477005,86.93483,83.8602,-0.06954758,0.41705167
7177,9,6,5,309455.0,9762485.0,1215.0,0.75,87.785934,87.23113,83.8602,-0.08123044,0.4762449
7178,10,6,5,309465.0,9762485.0,1215.0,1.0,88.26759,87.68862,83.8602,-0.0924642,0.52651715
7179,11,6,5,309475.0,9762485.0,1215.0,1.0,89.28685,88.98609,89.1572,-0.10518136,0.5627039
7180,12,6,5,309485.0,9762485.0,1215.0,1.0,89.542946,89.38613,89.1572,-0.118872024,0.59327555
7181,13,6,5,309495.0,9762485.0,1215.0,1.0,89.690186,89.62491,90.32083,-0.13424218,0.626984
7182,14,6,5,309505.0,9762485.0,1215.0,1.0,89.754425,89.758705,90.32083,-0.15054186,0.66443074
7183,15,6,5,309515.0,9762485.0,1215.0,0.625,87.88869,87.98364,90.32083,-0.2044279,0.72799665
7184,16,6,5,309525.0,9762485.0,1215.0,0.125,87.652145,87.71806,90.32083,-0.2250025,0.7701074
7199,3,7,5,309395.0,9762495.0,1215.0,0.125,85.87572,85.526146,83.474,-0.060549222,0.3422957
7200,4,7,5,309405.0,9762495.0,1215.0,0.375,86.83633,86.183754,83.474,-0.074336104,0.41371298
7201,5,7,5,309415.0,9762495.0,1215.0,0.5,87.17904,86.664635,83.474,-0.079918,0.46808988
7202,6,7,5,309425.0,9762495.0,1215.0,0.75,87.47747,86.97123,83.8602,-0.081689276,0.48788807
7203,7,7,5,309435.0,9762495.0,1215.0,0.75,87.721825,87.151985,83.8602,-0.084038995,0.4952013
7204,8,7,5,309445.0,9762495.0,1215.0,0.5,87.99497,87.354095,83.8602,-0.08918698,0.51337343
7205,9,7,5,309455.0,9762495.0,1215.0,0.75,88.21101,87.65115,83.8602,-0.097915865,0.54502565
7206,10,7,5,309465.0,9762495.0,1215.0,1.0,88.55619,88.041084,83.8602,-0.106704526,0.576613
7207,11,7,5,309475.0,9762495.0,1215.0,1.0,88.77726,88.33167,83.8602,-0.1180541,0.60562414
7208,12,7,5,309485.0,9762495.0,1215.0,1.0,89.62298,89.46814,89.1572,-0.13054304,0.6326542
7209,13,7,5,309495.0,9762495.0,1215.0,1.0,89.74064,89.69943,89.1572,-0.14409626,0.66074145
7210,14,7,5,309505.0,9762495.0,1215.0,1.0,89.78985,89.843414,90.32083,-0.15818207,0.6903933
7211,15,7,5,309515.0,9762495.0,1215.0,0.875,88.054726,88.18458,90.32083,-0.21445422,0.750976
7212,16,7,5,309525.0,9762495.0,1215.0,0.375,87.85237,88.08293,90.32083,-0.22659355,0.7794869
7228,4,8,5,309405.0,9762505.0,1215.0,0.25,86.43592,86.16611,83.474,-0.08230157,0.45857108
7229,5,8,5,309415.0,9762505.0,1215.0,0.5,86.718025,86.53832,83.474,-0.088116184,0.50850314
7230,6,8,5,309425.0,9762505.0,1215.0,0.75,87.83487,87.267395,83.474,-0.0983144,0.5435431
7231,7,8,5,309435.0,9762505.0,1215.0,0.75,88.120964,87.59835,83.8602,-0.10163544,0.5590407
7232,8,8,5,309445.0,9762505.0,1215.0,0.5,88.451065,87.92112,83.8602,-0.103881754,0.57109964
7233,9,8,5,309455.0,9762505.0,1215.0,0.625,88.71448,88.25547,83.8602,-0.10970772,0.5879959
7234,10,8,5,309465.0,9762505.0,1215.0,0.875,88.99503,88.69431,83.8602,-0.11631877,0.60680825
7235,11,8,5,309475.0,9762505.0,1215.0,1.0,89.09111,88.913124,83.8602,-0.125799,0.6279677
7236,12,8,5,309485.0,9762505.0,1215.0,1.0,89.00902,88.91035,89.1572,-0.1353125,0.6493249
7237,13,8,5,309495.0,9762505.0,1215.0,1.0,89.86755,89.99001,89.1572,-0.14968076,0.67675185
7238,14,8,5,309505.0,9762505.0,1215.0,1.0,89.88154,90.08933,89.1572,-0.16274713,0.7035683
7239,15,8,5,309515.0,9762505.0,1215.0,1.0,88.120285,88.47894,90.32083,-0.21907473,0.762713
7240,16,8,5,309525.0,9762505.0,1215.0,0.625,87.91335,88.41347,90.32083,-0.16807088,0.73586786
7241,17,8,5,309535.0,9762505.0,1215.0,0.125,87.61607,88.07905,90.32083,-0.174071,0.7518224
7256,4,9,5,309405.0,9762515.0,1215.0,0.25,86.6586,86.41971,83.474,-0.09846462,0.5261833
7257,5,9,5,309415.0,9762515.0,1215.0,0.5,86.90879,86.75551,83.474,-0.10042247,0.554364
7258,6,9,5,309425.0,9762515.0,1215.0,0.75,87.20829,87.15927,83.474,-0.103837304,0.5754433
7259,7,9,5,309435.0,9762515.0,1215.0,0.875,87.536964,87.608284,83.8602,-0.10819697,0.5887719
7260,8,9,5,309445.0,9762515.0,1215.0,0.625,88.0367,88.29212,83.8602,-0.09615058,0.5878899
7261,9,9,5,309455.0,9762515.0,1215.0,0.5,89.19261,89.14244,93.74,-0.11557911,0.60353845
7262,10,9,5,309465.0,9762515.0,1215.0,0.75,89.3952,89.505516,93.74,-0.12074315,0.61286455
7263,11,9,5,309475.0,9762515.0,1215.0,1.0,89.57619,89.84518,93.74,-0.1276748,0.6278064
7264,12,9,5,309485.0,9762515.0,1215.0,1.0,88.28869,89.35586,93.74,-0.12020386,0.6383438
7265,13,9,5,309495.0,9762515.0,1215.0,1.0,88.68925,89.3755,93.74,-0.14957559,0.6761285
7266,14,9,5,309505.0,9762515.0,1215.0,0.875,89.32629,90.10166,93.74,-0.16406052,0.7057243
7267,15,9,5,309515.0,9762515.0,1215.0,0.75,88.057526,88.73009,93.1024,-0.15656215,0.7137639
7268,16,9,5,309525.0,9762515.0,1215.0,0.625,87.97089,88.6396,93.1024,-0.16557367,0.7339378
7269,17,9,5,309535.0,9762515.0,1215.0,0.375,87.6535,88.25259,93.1024,-0.17332138,0.75076604
7270,18,9,5,309545.0,9762515.0,1215.0,0.125,87.56849,88.14702,93.1024,-0.1796813,0.76416194
7284,4,10,5,309405.0,9762525.0,1215.0,0.25,84.95379,85.22528,83.474,-0.11143349,0.57982963
7285,5,10,5,309415.0,9762525.0,1215.0,0.5,84.91655,85.098076,83.474,-0.108931616,0.58795804
7286,6,10,5,309425.0,9762525.0,1215.0,0.75,87.38863,87.4807,83.474,-0.10949206,0.5953504
7287,7,10,5,309435.0,9762525.0,1215.0,1.0,87.79242,88.09921,93.74,-0.1100533,0.59669375
7288,8,10,5,309445.0,9762525.0,1215.0,0.75,88.23057,88.810715,93.74,-0.11194541,0.5940886
7289,9,10,5,309455.0,9762525.0,1215.0,0.5,88.63655,89.50914,93.74,-0.1160037,0.5919255
7290,10,10,5,309465.0,9762525.0,1215.0,0.75,88.49596,89.94648,93.74,-0.10295046,0.5826124
7291,11,10,5,309475.0,9762525.0,1215.0,1.0,89.50316,90.50264,93.74,-0.12458763,0.6025238
7292,12,10,5,309485.0,9762525.0,1215.0,1.0,89.216194,90.38019,93.74,-0.13676442,0.63195086
7293,13,10,5,309495.0,9762525.0,1215.0,0.875,89.034134,90.09209,93.74,-0.14666428,0.66039497
7294,14,10,5,309505.0,9762525.0,1215.0,0.625,89.50927,90.47495,93.74,-0.16252829,0.69669324
7295,15,10,5,309515.0,9762525.0,1215.0,0.5,88.23971,89.256966,93.74,-0.15481715,0.7075309
7296,16,10,5,309525.0,9762525.0,1215.0,0.5,88.08411,89.003235,93.1024,-0.16394004,0.72946095
7297,17,10,5,309535.0,9762525.0,1215.0,0.5,90.33056,90.607605,93.1024,-0.1674682,0.74247885
7298,18,10,5,309545.0,9762525.0,1215.0,0.25,90.003975,90.01719,93.1024,-0.17252037,0.7536509
7312,4,11,5,309405.0,9762535.0,1215.0,0.125,84.694984,84.85807,83.474,-0.12169305,0.6115877
7313,5,11,5,309415.0,9762535.0,1215.0,0.375,84.61364,84.70335,83.474,-0.11540835,0.60485464
7314,6,11,5,309425.0,9762535.0,1215.0,0.625,84.53317,84.5424,93.74,-0.11075192,0.5973317
7315,7,11,5,309435.0,9762535.0,1215.0,0.875,88.00377,88.55367,93.74,-0.106349975,0.58380157
7316,8,11,5,309445.0,9762535.0,1215.0,0.875,88.60689,89.57045,93.74,-0.10356817,0.5636997
7317,9,11,5,309455.0,9762535.0,1215.0,0.625,89.200035,90.54925,93.74,-0.10284356,0.54043716
7318,10,11,5,309465.0,9762535.0,1215.0,0.75,89.61961,91.208466,93.74,-0.106911816,0.5292794
7319,11,11,5,309475.0,9762535.0,1215.0,1.0,89.98539,91.49345,93.74,-0.115041636,0.54426223
7320,12,11,5,309485.0,9762535.0,1215.0,0.875,89.760796,91.3218,93.74,-0.12677005,0.58419085
7321,13,11,5,309495.0,9762535.0,1215.0,0.625,89.45375,90.959885,93.74,-0.14406595,0.6354543
7322,14,11,5,309505.0,9762535.0,1215.0,0.5,89.10249,90.43257,93.74,-0.15737985,0.6781355
7323,15,11,5,309515.0,9762535.0,1215.0,0.5,88.44322,89.78621,93.74,-0.15167846,0.69647735
7324,16,11,5,309525.0,9762535.0,1215.0,0.5,90.48748,90.966644,93.74,-0.1564288,0.716375
7325,17,11,5,309535.0,9762535.0,1215.0,0.5,90.32574,90.537025,93.1024,-0.16270399,0.73219836
7326,18,11,5,309545.0,9762535.0,1215.0,0.375,90.17591,90.15907,93.1024,-0.16942999,0.74508655
7327,19,11,5,309555.0,9762535.0,1215.0,0.125,89.838585,89.57489,87.37,-0.17307793,0.75227153
7341,5,12,5,309415.0,9762545.0,1215.0,0.25,84.393936,84.289566,81.37,-0.11459749,0.5983001
7342,6,12,5,309425.0,9762545.0,1215.0,0.5,84.271996,84.14194,81.37,-0.106051564,0.57883203
7343,7,12,5,309435.0,9762545.0,1215.0,0.75,84.164444,84.00515,93.74,-0.0984488,0.55326897
7344,8,12,5,309445.0,9762545.0,1215.0,1.0,84.10761,83.89634,93.74,-0.09097571,0.5129936
7345,9,12,5,309455.0,9762545.0,1215.0,0.75,89.84653,91.58826,93.74,-0.083089665,0.454687
7346,10,12,5,309465.0,9762545.0,1215.0,0.625,90.52828,92.39051,93.74,-0.08200698,0.4104208
7347,11,12,5,309475.0,9762545.0,1215.0,0.75,90.32378,92.45751,93.74,-0.08071793,0.42766067
7348,12,12,5,309485.0,9762545.0,1215.0,0.625,90.42845,92.14498,93.74,-0.11491157,0.5130163
7349,13,12,5,309495.0,9762545.0,1215.0,0.5,89.85772,91.61032,93.74,-0.13588467,0.5953902
7350,14,12,5,309505.0,9762545.0,1215.0,0.5,89.49517,91.1876,93.74,-0.12144361,0.6344347
7351,15,12,5,309515.0,9762545.0,1215.0,0.5,89.383736,90.63757,93.74,-0.16466825,0.69975793
7352,16,12,5,309525.0,9762545.0,1215.0,0.5,90.55363,91.04234,93.74,-0.15290537,0.70585275
7353,17,12,5,309535.0,9762545.0,1215.0,0.5,90.30082,90.41296,93.855934,-0.15668269,0.71909285
7354,18,12,5,309545.0,9762545.0,1215.0,0.5,90.12311,89.97246,87.37,-0.16291107,0.7308334
7355,19,12,5,309555.0,9762545.0,1215.0,0.25,89.93159,89.42975,87.37,-0.23397928,0.7937286
7369,5,13,5,309415.0,9762555.0,1215.0,0.25,84.16496,83.90159,81.37,-0.10837437,0.5676363
7370,6,13,5,309425.0,9762555.0,1215.0,0.5,83.99056,83.78545,81.37,-0.09663971,0.53952765
7371,7,13,5,309435.0,9762555.0,1215.0,0.75,83.816574,83.684166,93.74,-0.08655608,0.50815535
7372,8,13,5,309445.0,9762555.0,1215.0,1.0,83.662025,83.57011,93.74,-0.075538285,0.45204023
7373,9,13,5,309455.0,9762555.0,1215.0,0.875,83.63777,83.6114,93.74,-0.061456863,0.34874076
7374,10,13,5,309465.0,9762555.0,1215.0,0.625,84.10067,84.65886,93.74,-0.050893337,0.23121497
7375,11,13,5,309475.0,9762555.0,1215.0,0.5,91.7588,93.281204,93.74,-0.05421095,0.27448666
7376,12,13,5,309485.0,9762555.0,1215.0,0.5,91.1214,92.73835,93.74,-0.09003361,0.4291278
7377,13,13,5,309495.0,9762555.0,1215.0,0.5,90.2702,92.02184,93.74,-0.10022916,0.53966314
7378,14,13,5,309505.0,9762555.0,1215.0,0.5,89.900734,91.30366,93.74,-0.14182854,0.63063407
7379,15,13,5,309515.0,9762555.0,1215.0,0.5,89.46175,90.594734,93.74,-0.15543592,0.6789048
7380,16,13,5,309525.0,9762555.0,1215.0,0.5,89.12787,89.99719,93.74,-0.16374569,0.7066257
7381,17,13,5,309535.0,9762555.0,1215.0,0.5,88.861664,89.472176,93.855934,-0.16933098,0.721779
7382,18,13,5,309545.0,9762555.0,1215.0,0.5,90.06937,89.70535,87.37,-0.21809226,0.7623428
7383,19,13,5,309555.0,9762555.0,1215.0,0.375,89.82864,89.164,87.37,-0.2198081,0.7637855
7384,20,13,5,309565.0,9762555.0,1215.0,0.125,89.69798,88.78479,87.37,-0.2211984,0.76316786
7397,5,14,5,309415.0,9762565.0,1215.0,0.125,81.4055,82.4627,81.37,-0.095898345,0.5071004
7398,6,14,5,309425.0,9762565.0,1215.0,0.375,81.59734,82.60425,81.37,-0.08212368,0.47359902
7399,7,14,5,309435.0,9762565.0,1215.0,0.625,83.479996,83.42938,81.37,-0.07414067,0.45447427
7400,8,14,5,309445.0,9762565.0,1215.0,0.875,83.20942,83.28429,62.493332,-0.06488245,0.41022837
7401,9,14,5,309455.0,9762565.0,1215.0,1.0,82.86619,82.90481,62.493332,-0.04978603,0.29575783
7402,10,14,5,309465.0,9762565.0,1215.0,0.875,82.961624,82.78997,93.74,-0.02554896,0.11354293
7403,11,14,5,309475.0,9762565.0,1215.0,0.625,83.93812,84.258,93.74,-0.047570024,0.20067337
7404,12,14,5,309485.0,9762565.0,1215.0,0.5,91.225876,92.81631,93.74,-0.08282486,0.40241084
7405,13,14,5,309495.0,9762565.0,1215.0,0.5,90.487045,91.99028,93.74,-0.11463591,0.5353558
7406,14,14,5,309505.0,9762565.0,1215.0,0.5,89.90178,91.16272,93.74,-0.13456334,0.61662954
7407,15,14,5,309515.0,9762565.0,1215.0,0.5,89.467606,90.44463,93.74,-0.14694804,0.6632809
7408,16,14,5,309525.0,9762565.0,1215.0,0.5,89.123146,89.81236,93.74,-0.15503366,0.6890143
7409,17,14,5,309535.0,9762565.0,1215.0,0.5,88.855255,89.29917,87.37,-0.15872748,0.6999187
7410,18,14,5,309545.0,9762565.0,1215.0,0.5,84.4651,88.064,87.37,-0.17013536,0.7085712
7411,19,14,5,309555.0,9762565.0,1215.0,0.375,89.69273,88.876045,87.37,-0.20286168,0.7267399
7412,20,14,5,309565.0,9762565.0,1215.0,0.125,89.52935,88.48351,87.37,-0.20237869,0.7193325
7426,6,15,5,309425.0,9762575.0,1215.0,0.25,81.90444,82.76898,81.37,-0.06606272,0.3722164
7427,7,15,5,309435.0,9762575.0,1215.0,0.5,81.87106,82.78429,81.37,-0.063121565,0.3922018
7428,8,15,5,309445.0,9762575.0,1215.0,0.75,81.72818,82.73562,62.493332,-0.06308434,0.40099072
7429,9,15,5,309455.0,9762575.0,1215.0,1.0,82.89772,82.85302,62.493332,-0.05369936,0.35184604
7430,10,15,5,309465.0,9762575.0,1215.0,1.0,82.61808,82.39415,62.493332,-0.044554554,0.28491262
7431,11,15,5,309475.0,9762575.0,1215.0,0.875,82.6506,82.96347,62.493332,-0.06675532,0.33083278
7432,12,15,5,309485.0,9762575.0,1215.0,0.75,84.24594,83.71865,93.74,-0.09166295,0.45100594
7433,13,15,5,309495.0,9762575.0,1215.0,0.625,84.82161,84.217255,93.74,-0.11470208,0.55172586
7434,14,15,5,309505.0,9762575.0,1215.0,0.5,89.77057,90.83616,93.74,-0.13037953,0.61647666
7435,15,15,5,309515.0,9762575.0,1215.0,0.5,89.38453,90.14813,93.74,-0.14087415,0.65394044
7436,16,15,5,309525.0,9762575.0,1215.0,0.5,89.08246,89.580864,93.74,-0.14585076,0.6712943
7437,17,15,5,309535.0,9762575.0,1215.0,0.375,88.03917,88.45783,87.37,-0.14815393,0.6759771
7438,18,15,5,309545.0,9762575.0,1215.0,0.25,87.85054,88.04205,87.37,-0.14762267,0.6707319
7439,19,15,5,309555.0,9762575.0,1215.0,0.125,87.67746,87.71488,87.37,-0.14551423,0.6579151
7454,6,16,5,309425.0,9762585.0,1215.0,0.125,82.13284,82.582954,81.37,-0.053087123,0.2536017
7455,7,16,5,309435.0,9762585.0,1215.0,0.375,82.514046,82.82127,81.37,-0.049116142,0.33794394
7456,8,16,5,309445.0,9762585.0,1215.0,0.625,82.117546,82.88468,81.37,-0.06361197,0.41300696
7457,9,16,5,309455.0,9762585.0,1215.0,0.75,82.083565,82.876045,62.493332,-0.060286712,0.42939463
7458,10,16,5,309465.0,9762585.0,1215.0,0.75,82.40823,82.88934,62.493332,-0.076707594,0.4337685
7459,11,16,5,309475.0,9762585.0,1215.0,0.875,82.68106,83.08727,62.493332,-0.08810768,0.4642052
7460,12,16,5,309485.0,9762585.0,1215.0,1.0,83.07619,83.39639,62.493332,-0.10543274,0.52534604
7461,13,16,5,309495.0,9762585.0,1215.0,0.875,84.920105,84.47458,62.493332,-0.11880662,0.58331776
7462,14,16,5,309505.0,9762585.0,1215.0,0.75,85.35801,85.11721,93.74,-0.12969421,0.62422717
7463,15,16,5,309515.0,9762585.0,1215.0,0.625,85.70773,85.7565,93.74,-0.13586235,0.64607114
7464,16,16,5,309525.0,9762585.0,1215.0,0.5,88.19798,88.6133,91.049,-0.13684303,0.6515445
7465,17,16,5,309535.0,9762585.0,1215.0,0.375,88.03386,88.190025,91.049,-0.13564588,0.6467187
7466,18,16,5,309545.0,9762585.0,1215.0,0.125,87.937035,87.86174,87.37,-0.13061859,0.6315811
7483,7,17,5,309435.0,9762595.0,1215.0,0.125,83.10604,82.95789,81.37,-0.0545136,0.36157236
7484,8,17,5,309445.0,9762595.0,1215.0,0.25,83.03508,83.11255,81.37,-0.06961303,0.44952488
7485,9,17,5,309455.0,9762595.0,1215.0,0.375,82.62398,83.09948,81.37,-0.089453936,0.5007261
7486,10,17,5,309465.0,9762595.0,1215.0,0.5,82.64097,83.1307,62.493332,-0.096849345,0.52517617
7487,11,17,5,309475.0,9762595.0,1215.0,0.625,82.81758,83.27085,62.493332,-0.10575299,0.5505027
7488,12,17,5,309485.0,9762595.0,1215.0,0.75,83.11105,83.524574,62.493332,-0.116343305,0.5827899
7489,13,17,5,309495.0,9762595.0,1215.0,0.75,83.454834,83.88543,62.493332,-0.12674454,0.6141304
7490,14,17,5,309505.0,9762595.0,1215.0,0.875,85.566086,85.60233,62.493332,-0.12944117,0.6304697
7491,15,17,5,309515.0,9762595.0,1215.0,0.875,84.63486,85.48023,91.049,-0.1290936,0.6326914
7492,16,17,5,309525.0,9762595.0,1215.0,0.75,85.04859,86.005455,91.049,-0.12649257,0.6246866
7493,17,17,5,309535.0,9762595.0,1215.0,0.625,85.40542,86.38949,91.049,-0.12208576,0.6097382
7494,18,17,5,309545.0,9762595.0,1215.0,0.375,87.98461,87.778244,91.049,-0.11448239,0.5874387
7495,19,17,5,309555.0,9762595.0,1215.0,0.25,87.82488,87.51683,87.37,-0.10734947,0.5561789
7496,20,17,5,309565.0,9762595.0,1215.0,0.125,87.6304,87.264366,87.37,-0.09854044,0.50699365
7513,9,18,5,309455.0,9762605.0,1215.0,0.125,82.76008,83.167046,81.37,-0.107817724,0.55996037
7514,10,18,5,309465.0,9762605.0,1215.0,0.25,82.77418,83.235054,62.493332,-0.11388337,0.58540523
7515,11,18,5,309475.0,9762605.0,1215.0,0.375,82.90016,83.38758,62.493332,-0.119539075,0.6039073
7516,12,18,5,309485.0,9762605.0,1215.0,0.5,83.13732,83.65967,62.493332,-0.12486048,0.6194367
7517,13,18,5,309495.0,9762605.0,1215.0,0.5,83.47125,84.085915,62.493332,-0.12917696,0.63000244
7518,14,18,5,309505.0,9762605.0,1215.0,0.625,84.26307,85.19842,91.049,-0.12755473,0.62836885
7519,15,18,5,309515.0,9762605.0,1215.0,0.75,84.79074,85.86875,91.049,-0.1218186,0.61121476
7520,16,18,5,309525.0,9762605.0,1215.0,0.875,85.340645,86.471,91.049,-0.1145315,0.5860582
7521,17,18,5,309535.0,9762605.0,1215.0,0.875,85.819626,86.877426,91.049,-0.106713265,0.5590676
7522,18,18,5,309545.0,9762605.0,1215.0,0.75,86.07547,87.02922,91.049,-0.09660584,0.5331985
7523,19,18,5,309555.0,9762605.0,1215.0,0.75,87.925735,87.57983,87.37,-0.090290815,0.5047956
7524,20,18,5,309565.0,9762605.0,1215.0,0.5,87.70079,87.27231,87.37,-0.08074889,0.45164192
7525,21,18,5,309575.0,9762605.0,1215.0,0.25,87.466484,87.082794,87.37,-0.069779254,0.36667436
7526,22,18,5,309585.0,9762605.0,1215.0,0.125,86.43328,86.97642,87.37,-0.09516414,0.3202028
7543,11,19,5,309475.0,9762615.0,1215.0,0.125,82.88548,83.41024,62.493332,-0.13019477,0.6373418
7544,12,19,5,309485.0,9762615.0,1215.0,0.25,83.078636,83.71239,62.493332,-0.13084559,0.64008355
7545,13,19,5,309495.0,9762615.0,1215.0,0.25,83.40513,84.21478,91.049,-0.12985286,0.634851
7546,14,19,5,309505.0,9762615.0,1215.0,0.375,84.23136,85.41599,91.049,-0.12427451,0.61729056
7547,15,19,5,309515.0,9762615.0,1215.0,0.5,84.88453,86.232506,91.049,-0.11337808,0.57999766
7548,16,19,5,309525.0,9762615.0,1215.0,0.625,85.63145,86.99848,91.049,-0.10108699,0.5320007
7549,17,19,5,309535.0,9762615.0,1215.0,0.875,86.30267,87.505295,91.049,-0.08968682,0.4869841
7550,18,19,5,309545.0,9762615.0,1215.0,1.0,86.67621,87.6043,91.049,-0.08215195,0.4645698
7551,19,19,5,309555.0,9762615.0,1215.0,1.0,86.7176,87.36082,91.049,-0.07517021,0.45626685
7552,20,19,5,309565.0,9762615.0,1215.0,0.875,87.790054,87.388565,87.37,-0.07220473,0.43126008
7553,21,19,5,309575.0,9762615.0,1215.0,0.625,87.294174,87.07878,87.37,-0.06862373,0.37338123
7554,22,19,5,309585.0,9762615.0,1215.0,0.25,87.12405,87.022644,87.37,-0.0691424,0.33650228
7574,14,20,5,309505.0,9762625.0,1215.0,0.125,84.01682,85.42758,91.049,-0.12034402,0.6016301
7575,15,20,5,309515.0,9762625.0,1215.0,0.25,84.79389,86.44809,91.049,-0.105111584,0.54526967
7576,16,20,5,309525.0,9762625.0,1215.0,0.25,85.79006,87.47466,91.049,-0.08786644,0.46843952
7577,17,20,5,309535.0,9762625.0,1215.0,0.5,86.76543,88.20806,91.049,-0.0722394,0.39149696
7578,18,20,5,309545.0,9762625.0,1215.0,0.75,87.21646,88.312546,91.049,-0.06602107,0.37318975
7579,19,20,5,309555.0,9762625.0,1215.0,0.875,87.89751,88.06443,91.049,-0.07199873,0.413346
7580,20,20,5,309565.0,9762625.0,1215.0,1.0,87.6215,87.53811,87.37,-0.074389145,0.43877876
7581,21,20,5,309575.0,9762625.0,1215.0,0.75,87.367584,87.19675,87.37,-0.07672502,0.43499923
7582,22,20,5,309585.0,9762625.0,1215.0,0.375,87.16197,87.056335,87.37,-0.08436726,0.4376595
7583,23,20,5,309595.0,9762625.0,1215.0,0.125,86.995186,87.005066,87.37,-0.102170125,0.48495668
7605,17,21,5,309535.0,9762635.0,1215.0,0.125,86.796906,88.618546,91.049,-0.061671235,0.32015973
7606,18,21,5,309545.0,9762635.0,1215.0,0.375,88.078415,88.892746,91.049,-0.058614034,0.30531052
7607,19,21,5,309555.0,9762635.0,1215.0,0.75,87.898346,88.29304,91.049,-0.06748125,0.3901793
7608,20,21,5,309565.0,9762635.0,1215.0,1.0,87.60196,87.709045,91.049,-0.0787218,0.45956224
7609,21,21,5,309575.0,9762635.0,1215.0,0.875,87.35354,87.32689,87.37,-0.08908103,0.49561566
7610,22,21,5,309585.0,9762635.0,1215.0,0.625,87.161156,87.14147,87.37,-0.10129798,0.5222401
7611,23,21,5,309595.0,9762635.0,1215.0,0.25,87.01084,87.06628,87.37,-0.11772819,0.56096417
7634,18,22,5,309545.0,9762645.0,1215.0,0.25,87.38928,88.433495,91.049,-0.06437718,0.35482737
7635,19,22,5,309555.0,9762645.0,1215.0,0.625,87.481926,88.07196,91.049,-0.074429825,0.42625642
7636,20,22,5,309565.0,9762645.0,1215.0,0.875,87.375496,87.64596,91.049,-0.08826423,0.49743712
7637,21,22,5,309575.0,9762645.0,1215.0,1.0,87.24256,87.35473,91.049,-0.1018417,0.5454478
7638,22,22,5,309585.0,9762645.0,1215.0,0.625,87.119934,87.203,87.37,-0.11580577,0.5807314
7639,23,22,5,309595.0,9762645.0,1215.0,0.125,87.01107,87.137726,87.37,-0.13120988,0.61556923
7662,18,23,5,309545.0,9762655.0,1215.0,0.125,86.43994,87.53501,91.049,-0.080208644,0.45416194
7663,19,23,5,309555.0,9762655.0,1215.0,0.375,86.86998,87.52349,91.049,-0.08802616,0.49471784
7664,20,23,5,309565.0,9762655.0,1215.0,0.75,87.0424,87.388985,91.049,-0.10016692,0.54453635
7665,21,23,5,309575.0,9762655.0,1215.0,1.0,87.08617,87.28751,91.049,-0.11343463,0.5862113
7666,22,23,5,309585.0,9762655.0,1215.0,0.5,87.06685,87.239944,87.37,-0.12717524,0.62013346
7691,19,24,5,309555.0,9762665.0,1215.0,0.25,86.37398,86.93493,91.049,-0.10100654,0.55294156
7692,20,24,5,309565.0,9762665.0,1215.0,0.75,86.77004,87.126755,91.049,-0.1106932,0.5843038
7693,21,24,5,309575.0,9762665.0,1215.0,1.0,86.97462,87.24778,91.049,-0.12228528,0.61525536
7694,22,24,5,309585.0,9762665.0,1215.0,0.5,87.05309,87.33,91.049,-0.134948,0.6440774
7719,19,25,5,309555.0,9762675.0,1215.0,0.25,86.150635,86.62815,86.59,-0.11005558,0.5873976
7720,20,25,5,309565.0,9762675.0,1215.0,0.625,86.68077,87.09813,91.049,-0.11728222,0.6061715
7721,21,25,5,309575.0,9762675.0,1215.0,0.875,86.99112,87.40595,91.049,-0.12696047,0.628
7722,22,25,5,309585.0,9762675.0,1215.0,0.5,87.13215,87.586426,94.11,-0.13852824,0.6522774
7747,19,26,5,309555.0,9762685.0,1215.0,0.125,87.19934,87.44267,94.11,-0.09889034,0.58825314
7748,20,26,5,309565.0,9762685.0,1215.0,0.375,86.83367,87.49624,94.11,-0.11857149,0.6051476
7749,21,26,5,309575.0,9762685.0,1215.0,0.75,87.19212,87.90455,94.11,-0.1263362,0.6196502
7750,22,26,5,309585.0,9762685.0,1215.0,0.5,87.34672,88.10036,94.11,-0.13729542,0.64212406
7776,20,27,5,309565.0,9762695.0,1215.0,0.25,88.39589,89.18295,94.11,-0.11926362,0.5801443
