IJK,IX,IY,IZ,XC,YC,ZC,__in
4523,15,11,3,309515.0,9762535.0,1195.0,1.0
4524,16,11,3,309525.0,9762535.0,1195.0,1.0
4525,17,11,3,309535.0,9762535.0,1195.0,1.0
4526,18,11,3,309545.0,9762535.0,1195.0,0.875
4527,19,11,3,309555.0,9762535.0,1195.0,0.375
4545,9,12,3,309455.0,9762545.0,1195.0,0.25
4546,10,12,3,309465.0,9762545.0,1195.0,0.5
4547,11,12,3,309475.0,9762545.0,1195.0,0.75
4548,12,12,3,309485.0,9762545.0,1195.0,1.0
4549,13,12,3,309495.0,9762545.0,1195.0,1.0
4550,14,12,3,309505.0,9762545.0,1195.0,1.0
4551,15,12,3,309515.0,9762545.0,1195.0,1.0
4552,16,12,3,309525.0,9762545.0,1195.0,1.0
4553,17,12,3,309535.0,9762545.0,1195.0,1.0
4554,18,12,3,309545.0,9762545.0,1195.0,1.0
4555,19,12,3,309555.0,9762545.0,1195.0,0.75
4556,20,12,3,309565.0,9762545.0,1195.0,0.25
4573,9,13,3,309455.0,9762555.0,1195.0,0.25
4574,10,13,3,309465.0,9762555.0,1195.0,0.5
4575,11,13,3,309475.0,9762555.0,1195.0,0.625
4576,12,13,3,309485.0,9762555.0,1195.0,0.875
4577,13,13,3,309495.0,9762555.0,1195.0,1.0
4578,14,13,3,309505.0,9762555.0,1195.0,1.0
4579,15,13,3,309515.0,9762555.0,1195.0,1.0
4580,16,13,3,309525.0,9762555.0,1195.0,1.0
4581,17,13,3,309535.0,9762555.0,1195.0,1.0
4582,18,13,3,309545.0,9762555.0,1195.0,1.0
4583,19,13,3,309555.0,9762555.0,1195.0,1.0
4584,20,13,3,309565.0,9762555.0,1195.0,0.5
4601,9,14,3,309455.0,9762565.0,1195.0,0.125
4602,10,14,3,309465.0,9762565.0,1195.0,0.375
4603,11,14,3,309475.0,9762565.0,1195.0,0.5
4604,12,14,3,309485.0,9762565.0,1195.0,0.625
4605,13,14,3,309495.0,9762565.0,1195.0,0.875
4606,14,14,3,309505.0,9762565.0,1195.0,1.0
4607,15,14,3,309515.0,9762565.0,1195.0,1.0
4608,16,14,3,309525.0,9762565.0,1195.0,1.0
4609,17,14,3,309535.0,9762565.0,1195.0,1.0
4610,18,14,3,309545.0,9762565.0,1195.0,1.0
4611,19,14,3,309555.0,9762565.0,1195.0,1.0
4612,20,14,3,309565.0,9762565.0,1195.0,0.75
4613,21,14,3,309575.0,9762565.0,1195.0,0.25
4630,10,15,3,309465.0,9762575.0,1195.0,0.125
4631,11,15,3,309475.0,9762575.0,1195.0,0.25
4632,12,15,3,309485.0,9762575.0,1195.0,0.25
4633,13,15,3,309495.0,9762575.0,1195.0,0.5
4634,14,15,3,309505.0,9762575.0,1195.0,0.875
4635,15,15,3,309515.0,9762575.0,1195.0,1.0
4636,16,15,3,309525.0,9762575.0,1195.0,1.0
4637,17,15,3,309535.0,9762575.0,1195.0,1.0
4638,18,15,3,309545.0,9762575.0,1195.0,1.0
4639,19,15,3,309555.0,9762575.0,1195.0,1.0
4640,20,15,3,309565.0,9762575.0,1195.0,1.0
4641,21,15,3,309575.0,9762575.0,1195.0,0.75
4642,22,15,3,309585.0,9762575.0,1195.0,0.25
4661,13,16,3,309495.0,9762585.0,1195.0,0.125
4662,14,16,3,309505.0,9762585.0,1195.0,0.5
4663,15,16,3,309515.0,9762585.0,1195.0,0.75
4664,16,16,3,309525.0,9762585.0,1195.0,0.875
4665,17,16,3,309535.0,9762585.0,1195.0,1.0
4666,18,16,3,309545.0,9762585.0,1195.0,1.0
4667,19,16,3,309555.0,9762585.0,1195.0,1.0
4668,20,16,3,309565.0,9762585.0,1195.0,1.0
4669,21,16,3,309575.0,9762585.0,1195.0,1.0
4670,22,16,3,309585.0,9762585.0,1195.0,0.5
4690,14,17,3,309505.0,9762595.0,1195.0,0.125
4691,15,17,3,309515.0,9762595.0,1195.0,0.25
4692,16,17,3,309525.0,9762595.0,1195.0,0.5
4693,17,17,3,309535.0,9762595.0,1195.0,0.75
4694,18,17,3,309545.0,9762595.0,1195.0,0.875
4695,19,17,3,309555.0,9762595.0,1195.0,1.0
4696,20,17,3,309565.0,9762595.0,1195.0,1.0
4697,21,17,3,309575.0,9762595.0,1195.0,1.0
4698,22,17,3,309585.0,9762595.0,1195.0,0.75
4699,23,17,3,309595.0,9762595.0,1195.0,0.25
4720,16,18,3,309525.0,9762605.0,1195.0,0.125
4721,17,18,3,309535.0,9762605.0,1195.0,0.375
4722,18,18,3,309545.0,9762605.0,1195.0,0.625
4723,19,18,3,309555.0,9762605.0,1195.0,0.875
4724,20,18,3,309565.0,9762605.0,1195.0,1.0
4725,21,18,3,309575.0,9762605.0,1195.0,1.0
4726,22,18,3,309585.0,9762605.0,1195.0,1.0
4727,23,18,3,309595.0,9762605.0,1195.0,0.5
4749,17,19,3,309535.0,9762615.0,1195.0,0.125
4750,18,19,3,309545.0,9762615.0,1195.0,0.25
4751,19,19,3,309555.0,9762615.0,1195.0,0.5
4752,20,19,3,309565.0,9762615.0,1195.0,0.75
4753,21,19,3,309575.0,9762615.0,1195.0,0.875
4754,22,19,3,309585.0,9762615.0,1195.0,1.0
4755,23,19,3,309595.0,9762615.0,1195.0,0.5
4779,19,20,3,309555.0,9762625.0,1195.0,0.125
4780,20,20,3,309565.0,9762625.0,1195.0,0.375
4781,21,20,3,309575.0,9762625.0,1195.0,0.75
4782,22,20,3,309585.0,9762625.0,1195.0,1.0
4783,23,20,3,309595.0,9762625.0,1195.0,0.5
4808,20,21,3,309565.0,9762635.0,1195.0,0.25
4809,21,21,3,309575.0,9762635.0,1195.0,0.75
4810,22,21,3,309585.0,9762635.0,1195.0,1.0
4811,23,21,3,309595.0,9762635.0,1195.0,0.5
4836,20,22,3,309565.0,9762645.0,1195.0,0.125
4837,21,22,3,309575.0,9762645.0,1195.0,0.5
4838,22,22,3,309585.0,9762645.0,1195.0,0.875
4839,23,22,3,309595.0,9762645.0,1195.0,0.5
4865,21,23,3,309575.0,9762655.0,1195.0,0.25
4866,22,23,3,309585.0,9762655.0,1195.0,0.5
4867,23,23,3,309595.0,9762655.0,1195.0,0.25
4893,21,24,3,309575.0,9762665.0,1195.0,0.25
4894,22,24,3,309585.0,9762665.0,1195.0,0.25
4921,21,25,3,309575.0,9762675.0,1195.0,0.125
4922,22,25,3,309585.0,9762675.0,1195.0,0.125
5611,11,0,4,309475.0,9762425.0,1205.0,0.125
5612,12,0,4,309485.0,9762425.0,1205.0,0.125
5637,9,1,4,309455.0,9762435.0,1205.0,0.25
5638,10,1,4,309465.0,9762435.0,1205.0,0.5
5639,11,1,4,309475.0,9762435.0,1205.0,0.625
5640,12,1,4,309485.0,9762435.0,1205.0,0.625
5641,13,1,4,309495.0,9762435.0,1205.0,0.25
5662,6,2,4,309425.0,9762445.0,1205.0,0.125
5663,7,2,4,309435.0,9762445.0,1205.0,0.375
5664,8,2,4,309445.0,9762445.0,1205.0,0.5
5665,9,2,4,309455.0,9762445.0,1205.0,0.75
5666,10,2,4,309465.0,9762445.0,1205.0,1.0
5667,11,2,4,309475.0,9762445.0,1205.0,1.0
5668,12,2,4,309485.0,9762445.0,1205.0,1.0
5669,13,2,4,309495.0,9762445.0,1205.0,0.5
5688,4,3,4,309405.0,9762455.0,1205.0,0.125
5689,5,3,4,309415.0,9762455.0,1205.0,0.25
5690,6,3,4,309425.0,9762455.0,1205.0,0.375
5691,7,3,4,309435.0,9762455.0,1205.0,0.75
5692,8,3,4,309445.0,9762455.0,1205.0,1.0
5693,9,3,4,309455.0,9762455.0,1205.0,1.0
5694,10,3,4,309465.0,9762455.0,1205.0,1.0
5695,11,3,4,309475.0,9762455.0,1205.0,1.0
5696,12,3,4,309485.0,9762455.0,1205.0,1.0
5697,13,3,4,309495.0,9762455.0,1205.0,0.75
5698,14,3,4,309505.0,9762455.0,1205.0,0.25
5716,4,4,4,309405.0,9762465.0,1205.0,0.125
5717,5,4,4,309415.0,9762465.0,1205.0,0.375
5718,6,4,4,309425.0,9762465.0,1205.0,0.5
5719,7,4,4,309435.0,9762465.0,1205.0,0.625
5720,8,4,4,309445.0,9762465.0,1205.0,0.875
5721,9,4,4,309455.0,9762465.0,1205.0,1.0
5722,10,4,4,309465.0,9762465.0,1205.0,1.0
5723,11,4,4,309475.0,9762465.0,1205.0,1.0
5724,12,4,4,309485.0,9762465.0,1205.0,1.0
5725,13,4,4,309495.0,9762465.0,1205.0,1.0
5726,14,4,4,309505.0,9762465.0,1205.0,0.625
5727,15,4,4,309515.0,9762465.0,1205.0,0.125
5745,5,5,4,309415.0,9762475.0,1205.0,0.125
5746,6,5,4,309425.0,9762475.0,1205.0,0.375
5747,7,5,4,309435.0,9762475.0,1205.0,0.5
5748,8,5,4,309445.0,9762475.0,1205.0,0.75
5749,9,5,4,309455.0,9762475.0,1205.0,1.0
5750,10,5,4,309465.0,9762475.0,1205.0,1.0
5751,11,5,4,309475.0,9762475.0,1205.0,1.0
5752,12,5,4,309485.0,9762475.0,1205.0,1.0
5753,13,5,4,309495.0,9762475.0,1205.0,1.0
5754,14,5,4,309505.0,9762475.0,1205.0,0.875
5755,15,5,4,309515.0,9762475.0,1205.0,0.375
5774,6,6,4,309425.0,9762485.0,1205.0,0.25
5775,7,6,4,309435.0,9762485.0,1205.0,0.5
5776,8,6,4,309445.0,9762485.0,1205.0,0.75
5777,9,6,4,309455.0,9762485.0,1205.0,1.0
5778,10,6,4,309465.0,9762485.0,1205.0,1.0
5779,11,6,4,309475.0,9762485.0,1205.0,1.0
5780,12,6,4,309485.0,9762485.0,1205.0,1.0
5781,13,6,4,309495.0,9762485.0,1205.0,1.0
5782,14,6,4,309505.0,9762485.0,1205.0,1.0
5783,15,6,4,309515.0,9762485.0,1205.0,0.75
5784,16,6,4,309525.0,9762485.0,1205.0,0.25
5802,6,7,4,309425.0,9762495.0,1205.0,0.25
5803,7,7,4,309435.0,9762495.0,1205.0,0.5
5804,8,7,4,309445.0,9762495.0,1205.0,0.75
5805,9,7,4,309455.0,9762495.0,1205.0,1.0
5806,10,7,4,309465.0,9762495.0,1205.0,1.0
5807,11,7,4,309475.0,9762495.0,1205.0,1.0
5808,12,7,4,309485.0,9762495.0,1205.0,1.0
5809,13,7,4,309495.0,9762495.0,1205.0,1.0
5810,14,7,4,309505.0,9762495.0,1205.0,1.0
5811,15,7,4,309515.0,9762495.0,1205.0,1.0
5812,16,7,4,309525.0,9762495.0,1205.0,0.5
5830,6,8,4,309425.0,9762505.0,1205.0,0.25
5831,7,8,4,309435.0,9762505.0,1205.0,0.5
5832,8,8,4,309445.0,9762505.0,1205.0,0.75
5833,9,8,4,309455.0,9762505.0,1205.0,1.0
5834,10,8,4,309465.0,9762505.0,1205.0,1.0
5835,11,8,4,309475.0,9762505.0,1205.0,1.0
5836,12,8,4,309485.0,9762505.0,1205.0,1.0
5837,13,8,4,309495.0,9762505.0,1205.0,1.0
5838,14,8,4,309505.0,9762505.0,1205.0,1.0
5839,15,8,4,309515.0,9762505.0,1205.0,1.0
5840,16,8,4,309525.0,9762505.0,1205.0,0.75
5841,17,8,4,309535.0,9762505.0,1205.0,0.25
5858,6,9,4,309425.0,9762515.0,1205.0,0.25
5859,7,9,4,309435.0,9762515.0,1205.0,0.5
5860,8,9,4,309445.0,9762515.0,1205.0,0.625
5861,9,9,4,309455.0,9762515.0,1205.0,0.875
5862,10,9,4,309465.0,9762515.0,1205.0,1.0
5863,11,9,4,309475.0,9762515.0,1205.0,1.0
5864,12,9,4,309485.0,9762515.0,1205.0,1.0
5865,13,9,4,309495.0,9762515.0,1205.0,1.0
5866,14,9,4,309505.0,9762515.0,1205.0,1.0
5867,15,9,4,309515.0,9762515.0,1205.0,1.0
5868,16,9,4,309525.0,9762515.0,1205.0,1.0
5869,17,9,4,309535.0,9762515.0,1205.0,0.75
5870,18,9,4,309545.0,9762515.0,1205.0,0.25
5886,6,10,4,309425.0,9762525.0,1205.0,0.25
5887,7,10,4,309435.0,9762525.0,1205.0,0.5
5888,8,10,4,309445.0,9762525.0,1205.0,0.5
5889,9,10,4,309455.0,9762525.0,1205.0,0.75
5890,10,10,4,309465.0,9762525.0,1205.0,1.0
5891,11,10,4,309475.0,9762525.0,1205.0,1.0
5892,12,10,4,309485.0,9762525.0,1205.0,1.0
5893,13,10,4,309495.0,9762525.0,1205.0,1.0
5894,14,10,4,309505.0,9762525.0,1205.0,1.0
5895,15,10,4,309515.0,9762525.0,1205.0,1.0
5896,16,10,4,309525.0,9762525.0,1205.0,1.0
5897,17,10,4,309535.0,9762525.0,1205.0,1.0
5898,18,10,4,309545.0,9762525.0,1205.0,0.5
5914,6,11,4,309425.0,9762535.0,1205.0,0.125
5915,7,11,4,309435.0,9762535.0,1205.0,0.375
5916,8,11,4,309445.0,9762535.0,1205.0,0.5
5917,9,11,4,309455.0,9762535.0,1205.0,0.75
5918,10,11,4,309465.0,9762535.0,1205.0,1.0
5919,11,11,4,309475.0,9762535.0,1205.0,1.0
5920,12,11,4,309485.0,9762535.0,1205.0,1.0
5921,13,11,4,309495.0,9762535.0,1205.0,1.0
5922,14,11,4,309505.0,9762535.0,1205.0,1.0
5923,15,11,4,309515.0,9762535.0,1205.0,1.0
5924,16,11,4,309525.0,9762535.0,1205.0,1.0
5925,17,11,4,309535.0,9762535.0,1205.0,1.0
5926,18,11,4,309545.0,9762535.0,1205.0,0.75
5927,19,11,4,309555.0,9762535.0,1205.0,0.25
5943,7,12,4,309435.0,9762545.0,1205.0,0.25
5944,8,12,4,309445.0,9762545.0,1205.0,0.5
5945,9,12,4,309455.0,9762545.0,1205.0,0.75
5946,10,12,4,309465.0,9762545.0,1205.0,1.0
5947,11,12,4,309475.0,9762545.0,1205.0,1.0
5948,12,12,4,309485.0,9762545.0,1205.0,1.0
5949,13,12,4,309495.0,9762545.0,1205.0,1.0
5950,14,12,4,309505.0,9762545.0,1205.0,1.0
5951,15,12,4,309515.0,9762545.0,1205.0,1.0
5952,16,12,4,309525.0,9762545.0,1205.0,1.0
5953,17,12,4,309535.0,9762545.0,1205.0,1.0
5954,18,12,4,309545.0,9762545.0,1205.0,1.0
5955,19,12,4,309555.0,9762545.0,1205.0,0.625
5956,20,12,4,309565.0,9762545.0,1205.0,0.125
5971,7,13,4,309435.0,9762555.0,1205.0,0.25
5972,8,13,4,309445.0,9762555.0,1205.0,0.5
5973,9,13,4,309455.0,9762555.0,1205.0,0.75
5974,10,13,4,309465.0,9762555.0,1205.0,1.0
5975,11,13,4,309475.0,9762555.0,1205.0,1.0
5976,12,13,4,309485.0,9762555.0,1205.0,1.0
5977,13,13,4,309495.0,9762555.0,1205.0,1.0
5978,14,13,4,309505.0,9762555.0,1205.0,1.0
5979,15,13,4,309515.0,9762555.0,1205.0,1.0
5980,16,13,4,309525.0,9762555.0,1205.0,1.0
5981,17,13,4,309535.0,9762555.0,1205.0,1.0
5982,18,13,4,309545.0,9762555.0,1205.0,1.0
5983,19,13,4,309555.0,9762555.0,1205.0,0.875
5984,20,13,4,309565.0,9762555.0,1205.0,0.375
5999,7,14,4,309435.0,9762565.0,1205.0,0.125
6000,8,14,4,309445.0,9762565.0,1205.0,0.375
6001,9,14,4,309455.0,9762565.0,1205.0,0.625
6002,10,14,4,309465.0,9762565.0,1205.0,0.875
6003,11,14,4,309475.0,9762565.0,1205.0,1.0
6004,12,14,4,309485.0,9762565.0,1205.0,1.0
6005,13,14,4,309495.0,9762565.0,1205.0,1.0
6006,14,14,4,309505.0,9762565.0,1205.0,1.0
6007,15,14,4,309515.0,9762565.0,1205.0,1.0
6008,16,14,4,309525.0,9762565.0,1205.0,1.0
6009,17,14,4,309535.0,9762565.0,1205.0,1.0
6010,18,14,4,309545.0,9762565.0,1205.0,1.0
6011,19,14,4,309555.0,9762565.0,1205.0,0.875
6012,20,14,4,309565.0,9762565.0,1205.0,0.5
6013,21,14,4,309575.0,9762565.0,1205.0,0.125
6028,8,15,4,309445.0,9762575.0,1205.0,0.25
6029,9,15,4,309455.0,9762575.0,1205.0,0.5
6030,10,15,4,309465.0,9762575.0,1205.0,0.625
6031,11,15,4,309475.0,9762575.0,1205.0,0.75
6032,12,15,4,309485.0,9762575.0,1205.0,0.75
6033,13,15,4,309495.0,9762575.0,1205.0,0.875
6034,14,15,4,309505.0,9762575.0,1205.0,1.0
6035,15,15,4,309515.0,9762575.0,1205.0,1.0
6036,16,15,4,309525.0,9762575.0,1205.0,1.0
6037,17,15,4,309535.0,9762575.0,1205.0,0.875
6038,18,15,4,309545.0,9762575.0,1205.0,0.75
6039,19,15,4,309555.0,9762575.0,1205.0,0.625
6040,20,15,4,309565.0,9762575.0,1205.0,0.5
6041,21,15,4,309575.0,9762575.0,1205.0,0.375
6042,22,15,4,309585.0,9762575.0,1205.0,0.125
6056,8,16,4,309445.0,9762585.0,1205.0,0.125
6057,9,16,4,309455.0,9762585.0,1205.0,0.25
6058,10,16,4,309465.0,9762585.0,1205.0,0.25
6059,11,16,4,309475.0,9762585.0,1205.0,0.375
6060,12,16,4,309485.0,9762585.0,1205.0,0.5
6061,13,16,4,309495.0,9762585.0,1205.0,0.625
6062,14,16,4,309505.0,9762585.0,1205.0,0.875
6063,15,16,4,309515.0,9762585.0,1205.0,1.0
6064,16,16,4,309525.0,9762585.0,1205.0,1.0
6065,17,16,4,309535.0,9762585.0,1205.0,0.875
6066,18,16,4,309545.0,9762585.0,1205.0,0.625
6067,19,16,4,309555.0,9762585.0,1205.0,0.5
6068,20,16,4,309565.0,9762585.0,1205.0,0.5
6069,21,16,4,309575.0,9762585.0,1205.0,0.5
6070,22,16,4,309585.0,9762585.0,1205.0,0.25
6087,11,17,4,309475.0,9762595.0,1205.0,0.125
6088,12,17,4,309485.0,9762595.0,1205.0,0.25
6089,13,17,4,309495.0,9762595.0,1205.0,0.25
6090,14,17,4,309505.0,9762595.0,1205.0,0.5
6091,15,17,4,309515.0,9762595.0,1205.0,0.75
6092,16,17,4,309525.0,9762595.0,1205.0,0.875
6093,17,17,4,309535.0,9762595.0,1205.0,1.0
6094,18,17,4,309545.0,9762595.0,1205.0,0.875
6095,19,17,4,309555.0,9762595.0,1205.0,0.75
6096,20,17,4,309565.0,9762595.0,1205.0,0.625
6097,21,17,4,309575.0,9762595.0,1205.0,0.5
6098,22,17,4,309585.0,9762595.0,1205.0,0.375
6099,23,17,4,309595.0,9762595.0,1205.0,0.125
6118,14,18,4,309505.0,9762605.0,1205.0,0.125
6119,15,18,4,309515.0,9762605.0,1205.0,0.25
6120,16,18,4,309525.0,9762605.0,1205.0,0.5
6121,17,18,4,309535.0,9762605.0,1205.0,0.875
6122,18,18,4,309545.0,9762605.0,1205.0,1.0
6123,19,18,4,309555.0,9762605.0,1205.0,1.0
6124,20,18,4,309565.0,9762605.0,1205.0,0.875
6125,21,18,4,309575.0,9762605.0,1205.0,0.75
6126,22,18,4,309585.0,9762605.0,1205.0,0.625
6127,23,18,4,309595.0,9762605.0,1205.0,0.25
6148,16,19,4,309525.0,9762615.0,1205.0,0.125
6149,17,19,4,309535.0,9762615.0,1205.0,0.5
6150,18,19,4,309545.0,9762615.0,1205.0,0.75
6151,19,19,4,309555.0,9762615.0,1205.0,0.875
6152,20,19,4,309565.0,9762615.0,1205.0,1.0
6153,21,19,4,309575.0,9762615.0,1205.0,1.0
6154,22,19,4,309585.0,9762615.0,1205.0,0.75
6155,23,19,4,309595.0,9762615.0,1205.0,0.25
6177,17,20,4,309535.0,9762625.0,1205.0,0.125
6178,18,20,4,309545.0,9762625.0,1205.0,0.25
6179,19,20,4,309555.0,9762625.0,1205.0,0.5
6180,20,20,4,309565.0,9762625.0,1205.0,0.875
6181,21,20,4,309575.0,9762625.0,1205.0,1.0
6182,22,20,4,309585.0,9762625.0,1205.0,0.875
6183,23,20,4,309595.0,9762625.0,1205.0,0.375
6207,19,21,4,309555.0,9762635.0,1205.0,0.25
6208,20,21,4,309565.0,9762635.0,1205.0,0.75
6209,21,21,4,309575.0,9762635.0,1205.0,1.0
6210,22,21,4,309585.0,9762635.0,1205.0,1.0
6211,23,21,4,309595.0,9762635.0,1205.0,0.5
6235,19,22,4,309555.0,9762645.0,1205.0,0.125
6236,20,22,4,309565.0,9762645.0,1205.0,0.5
6237,21,22,4,309575.0,9762645.0,1205.0,0.875
6238,22,22,4,309585.0,9762645.0,1205.0,0.875
6239,23,22,4,309595.0,9762645.0,1205.0,0.375
6264,20,23,4,309565.0,9762655.0,1205.0,0.25
6265,21,23,4,309575.0,9762655.0,1205.0,0.75
6266,22,23,4,309585.0,9762655.0,1205.0,0.625
6267,23,23,4,309595.0,9762655.0,1205.0,0.125
6292,20,24,4,309565.0,9762665.0,1205.0,0.25
6293,21,24,4,309575.0,9762665.0,1205.0,0.75
6294,22,24,4,309585.0,9762665.0,1205.0,0.5
6320,20,25,4,309565.0,9762675.0,1205.0,0.125
6321,21,25,4,309575.0,9762675.0,1205.0,0.5
6322,22,25,4,309585.0,9762675.0,1205.0,0.375
6349,21,26,4,309575.0,9762685.0,1205.0,0.25
6350,22,26,4,309585.0,9762685.0,1205.0,0.25
6377,21,27,4,309575.0,9762695.0,1205.0,0.125
6378,22,27,4,309585.0,9762695.0,1205.0,0.125
6575,23,34,4,309595.0,9762765.0,1205.0,0.125
6576,24,34,4,309605.0,9762765.0,1205.0,0.125
6603,23,35,4,309595.0,9762775.0,1205.0,0.25
6604,24,35,4,309605.0,9762775.0,1205.0,0.25
6631,23,36,4,309595.0,9762785.0,1205.0,0.25
6632,24,36,4,309605.0,9762785.0,1205.0,0.25
6659,23,37,4,309595.0,9762795.0,1205.0,0.25
6660,24,37,4,309605.0,9762795.0,1205.0,0.375
6661,25,37,4,309615.0,9762795.0,1205.0,0.125
6687,23,38,4,309595.0,9762805.0,1205.0,0.25
6688,24,38,4,309605.0,9762805.0,1205.0,0.5
6689,25,38,4,309615.0,9762805.0,1205.0,0.25
6715,23,39,4,309595.0,9762815.0,1205.0,0.25
6716,24,39,4,309605.0,9762815.0,1205.0,0.5
6717,25,39,4,309615.0,9762815.0,1205.0,0.25
6743,23,40,4,309595.0,9762825.0,1205.0,0.25
6744,24,40,4,309605.0,9762825.0,1205.0,0.5
6745,25,40,4,309615.0,9762825.0,1205.0,0.25
6771,23,41,4,309595.0,9762835.0,1205.0,0.25
6772,24,41,4,309605.0,9762835.0,1205.0,0.375
6773,25,41,4,309615.0,9762835.0,1205.0,0.125
6799,23,42,4,309595.0,9762845.0,1205.0,0.125
6800,24,42,4,309605.0,9762845.0,1205.0,0.125
7037,9,1,5,309455.0,9762435.0,1215.0,0.125
7038,10,1,5,309465.0,9762435.0,1215.0,0.375
7039,11,1,5,309475.0,9762435.0,1215.0,0.5
7040,12,1,5,309485.0,9762435.0,1215.0,0.375
7041,13,1,5,309495.0,9762435.0,1215.0,0.125
7063,7,2,5,309435.0,9762445.0,1215.0,0.125
7064,8,2,5,309445.0,9762445.0,1215.0,0.375
7065,9,2,5,309455.0,9762445.0,1215.0,0.625
7066,10,2,5,309465.0,9762445.0,1215.0,0.875
7067,11,2,5,309475.0,9762445.0,1215.0,1.0
7068,12,2,5,309485.0,9762445.0,1215.0,0.875
7069,13,2,5,309495.0,9762445.0,1215.0,0.375
7088,4,3,5,309405.0,9762455.0,1215.0,0.125
7089,5,3,5,309415.0,9762455.0,1215.0,0.25
7090,6,3,5,309425.0,9762455.0,1215.0,0.25
7091,7,3,5,309435.0,9762455.0,1215.0,0.375
7092,8,3,5,309445.0,9762455.0,1215.0,0.625
7093,9,3,5,309455.0,9762455.0,1215.0,0.875
7094,10,3,5,309465.0,9762455.0,1215.0,1.0
7095,11,3,5,309475.0,9762455.0,1215.0,1.0
7096,12,3,5,309485.0,9762455.0,1215.0,1.0
7097,13,3,5,309495.0,9762455.0,1215.0,0.75
7098,14,3,5,309505.0,9762455.0,1215.0,0.25
7114,2,4,5,309385.0,9762465.0,1215.0,0.125
7115,3,4,5,309395.0,9762465.0,1215.0,0.25
7116,4,4,5,309405.0,9762465.0,1215.0,0.375
7117,5,4,5,309415.0,9762465.0,1215.0,0.5
7118,6,4,5,309425.0,9762465.0,1215.0,0.5
7119,7,4,5,309435.0,9762465.0,1215.0,0.5
7120,8,4,5,309445.0,9762465.0,1215.0,0.5
7121,9,4,5,309455.0,9762465.0,1215.0,0.75
7122,10,4,5,309465.0,9762465.0,1215.0,1.0
7123,11,4,5,309475.0,9762465.0,1215.0,1.0
7124,12,4,5,309485.0,9762465.0,1215.0,1.0
7125,13,4,5,309495.0,9762465.0,1215.0,1.0
7126,14,4,5,309505.0,9762465.0,1215.0,0.5
7142,2,5,5,309385.0,9762475.0,1215.0,0.125
7143,3,5,5,309395.0,9762475.0,1215.0,0.375
7144,4,5,5,309405.0,9762475.0,1215.0,0.5
7145,5,5,5,309415.0,9762475.0,1215.0,0.5
7146,6,5,5,309425.0,9762475.0,1215.0,0.5
7147,7,5,5,309435.0,9762475.0,1215.0,0.5
7148,8,5,5,309445.0,9762475.0,1215.0,0.5
7149,9,5,5,309455.0,9762475.0,1215.0,0.75
7150,10,5,5,309465.0,9762475.0,1215.0,1.0
7151,11,5,5,309475.0,9762475.0,1215.0,1.0
7152,12,5,5,309485.0,9762475.0,1215.0,1.0
7153,13,5,5,309495.0,9762475.0,1215.0,1.0
7154,14,5,5,309505.0,9762475.0,1215.0,0.75
7155,15,5,5,309515.0,9762475.0,1215.0,0.25
7171,3,6,5,309395.0,9762485.0,1215.0,0.25
7172,4,6,5,309405.0,9762485.0,1215.0,0.5
7173,5,6,5,309415.0,9762485.0,1215.0,0.5
7174,6,6,5,309425.0,9762485.0,1215.0,0.625
7175,7,6,5,309435.0,9762485.0,1215.0,0.625
7176,8,6,5,309445.0,9762485.0,1215.0,0.5
7177,9,6,5,309455.0,9762485.0,1215.0,0.75
7178,10,6,5,309465.0,9762485.0,1215.0,1.0
7179,11,6,5,309475.0,9762485.0,1215.0,1.0
7180,12,6,5,309485.0,9762485.0,1215.0,1.0
7181,13,6,5,309495.0,9762485.0,1215.0,1.0
7182,14,6,5,309505.0,9762485.0,1215.0,1.0
7183,15,6,5,309515.0,9762485.0,1215.0,0.625
7184,16,6,5,309525.0,9762485.0,1215.0,0.125
7199,3,7,5,309395.0,9762495.0,1215.0,0.125
7200,4,7,5,309405.0,9762495.0,1215.0,0.375
7201,5,7,5,309415.0,9762495.0,1215.0,0.5
7202,6,7,5,309425.0,9762495.0,1215.0,0.75
7203,7,7,5,309435.0,9762495.0,1215.0,0.75
7204,8,7,5,309445.0,9762495.0,1215.0,0.5
7205,9,7,5,309455.0,9762495.0,1215.0,0.75
7206,10,7,5,309465.0,9762495.0,1215.0,1.0
7207,11,7,5,309475.0,9762495.0,1215.0,1.0
7208,12,7,5,309485.0,9762495.0,1215.0,1.0
7209,13,7,5,309495.0,9762495.0,1215.0,1.0
7210,14,7,5,309505.0,9762495.0,1215.0,1.0
7211,15,7,5,309515.0,9762495.0,1215.0,0.875
7212,16,7,5,309525.0,9762495.0,1215.0,0.375
7228,4,8,5,309405.0,9762505.0,1215.0,0.25
7229,5,8,5,309415.0,9762505.0,1215.0,0.5
7230,6,8,5,309425.0,9762505.0,1215.0,0.75
7231,7,8,5,309435.0,9762505.0,1215.0,0.75
7232,8,8,5,309445.0,9762505.0,1215.0,0.5
7233,9,8,5,309455.0,9762505.0,1215.0,0.625
7234,10,8,5,309465.0,9762505.0,1215.0,0.875
7235,11,8,5,309475.0,9762505.0,1215.0,1.0
7236,12,8,5,309485.0,9762505.0,1215.0,1.0
7237,13,8,5,309495.0,9762505.0,1215.0,1.0
7238,14,8,5,309505.0,9762505.0,1215.0,1.0
7239,15,8,5,309515.0,9762505.0,1215.0,1.0
