IJK,IX,IY,IZ,XC,YC,ZC,__in
7240,16,8,5,309525.0,9762505.0,1215.0,0.625
7241,17,8,5,309535.0,9762505.0,1215.0,0.125
7256,4,9,5,309405.0,9762515.0,1215.0,0.25
7257,5,9,5,309415.0,9762515.0,1215.0,0.5
7258,6,9,5,309425.0,9762515.0,1215.0,0.75
7259,7,9,5,309435.0,9762515.0,1215.0,0.875
7260,8,9,5,309445.0,9762515.0,1215.0,0.625
7261,9,9,5,309455.0,9762515.0,1215.0,0.5
7262,10,9,5,309465.0,9762515.0,1215.0,0.75
7263,11,9,5,309475.0,9762515.0,1215.0,1.0
7264,12,9,5,309485.0,9762515.0,1215.0,1.0
7265,13,9,5,309495.0,9762515.0,1215.0,1.0
7266,14,9,5,309505.0,9762515.0,1215.0,0.875
7267,15,9,5,309515.0,9762515.0,1215.0,0.75
7268,16,9,5,309525.0,9762515.0,1215.0,0.625
7269,17,9,5,309535.0,9762515.0,1215.0,0.375
7270,18,9,5,309545.0,9762515.0,1215.0,0.125
7284,4,10,5,309405.0,9762525.0,1215.0,0.25
7285,5,10,5,309415.0,9762525.0,1215.0,0.5
7286,6,10,5,309425.0,9762525.0,1215.0,0.75
7287,7,10,5,309435.0,9762525.0,1215.0,1.0
7288,8,10,5,309445.0,9762525.0,1215.0,0.75
7289,9,10,5,309455.0,9762525.0,1215.0,0.5
7290,10,10,5,309465.0,9762525.0,1215.0,0.75
7291,11,10,5,309475.0,9762525.0,1215.0,1.0
7292,12,10,5,309485.0,9762525.0,1215.0,1.0
7293,13,10,5,309495.0,9762525.0,1215.0,0.875
7294,14,10,5,309505.0,9762525.0,1215.0,0.625
7295,15,10,5,309515.0,9762525.0,1215.0,0.5
7296,16,10,5,309525.0,9762525.0,1215.0,0.5
7297,17,10,5,309535.0,9762525.0,1215.0,0.5
7298,18,10,5,309545.0,9762525.0,1215.0,0.25
7312,4,11,5,309405.0,9762535.0,1215.0,0.125
7313,5,11,5,309415.0,9762535.0,1215.0,0.375
7314,6,11,5,309425.0,9762535.0,1215.0,0.625
7315,7,11,5,309435.0,9762535.0,1215.0,0.875
7316,8,11,5,309445.0,9762535.0,1215.0,0.875
7317,9,11,5,309455.0,9762535.0,1215.0,0.625
7318,10,11,5,309465.0,9762535.0,1215.0,0.75
7319,11,11,5,309475.0,9762535.0,1215.0,1.0
7320,12,11,5,309485.0,9762535.0,1215.0,0.875
7321,13,11,5,309495.0,9762535.0,1215.0,0.625
7322,14,11,5,309505.0,9762535.0,1215.0,0.5
7323,15,11,5,309515.0,9762535.0,1215.0,0.5
7324,16,11,5,309525.0,9762535.0,1215.0,0.5
7325,17,11,5,309535.0,9762535.0,1215.0,0.5
7326,18,11,5,309545.0,9762535.0,1215.0,0.375
7327,19,11,5,309555.0,9762535.0,1215.0,0.125
7341,5,12,5,309415.0,9762545.0,1215.0,0.25
7342,6,12,5,309425.0,9762545.0,1215.0,0.5
7343,7,12,5,309435.0,9762545.0,1215.0,0.75
7344,8,12,5,309445.0,9762545.0,1215.0,1.0
7345,9,12,5,309455.0,9762545.0,1215.0,0.75
7346,10,12,5,309465.0,9762545.0,1215.0,0.625
7347,11,12,5,309475.0,9762545.0,1215.0,0.75
7348,12,12,5,309485.0,9762545.0,1215.0,0.625
7349,13,12,5,309495.0,9762545.0,1215.0,0.5
7350,14,12,5,309505.0,9762545.0,1215.0,0.5
7351,15,12,5,309515.0,9762545.0,1215.0,0.5
7352,16,12,5,309525.0,9762545.0,1215.0,0.5
7353,17,12,5,309535.0,9762545.0,1215.0,0.5
7354,18,12,5,309545.0,9762545.0,1215.0,0.5
7355,19,12,5,309555.0,9762545.0,1215.0,0.25
7369,5,13,5,309415.0,9762555.0,1215.0,0.25
7370,6,13,5,309425.0,9762555.0,1215.0,0.5
7371,7,13,5,309435.0,9762555.0,1215.0,0.75
7372,8,13,5,309445.0,9762555.0,1215.0,1.0
7373,9,13,5,309455.0,9762555.0,1215.0,0.875
7374,10,13,5,309465.0,9762555.0,1215.0,0.625
7375,11,13,5,309475.0,9762555.0,1215.0,0.5
7376,12,13,5,309485.0,9762555.0,1215.0,0.5
7377,13,13,5,309495.0,9762555.0,1215.0,0.5
7378,14,13,5,309505.0,9762555.0,1215.0,0.5
7379,15,13,5,309515.0,9762555.0,1215.0,0.5
7380,16,13,5,309525.0,9762555.0,1215.0,0.5
7381,17,13,5,309535.0,9762555.0,1215.0,0.5
7382,18,13,5,309545.0,9762555.0,1215.0,0.5
7383,19,13,5,309555.0,9762555.0,1215.0,0.375
7384,20,13,5,309565.0,9762555.0,1215.0,0.125
7397,5,14,5,309415.0,9762565.0,1215.0,0.125
7398,6,14,5,309425.0,9762565.0,1215.0,0.375
7399,7,14,5,309435.0,9762565.0,1215.0,0.625
7400,8,14,5,309445.0,9762565.0,1215.0,0.875
7401,9,14,5,309455.0,9762565.0,1215.0,1.0
7402,10,14,5,309465.0,9762565.0,1215.0,0.875
7403,11,14,5,309475.0,9762565.0,1215.0,0.625
7404,12,14,5,309485.0,9762565.0,1215.0,0.5
7405,13,14,5,309495.0,9762565.0,1215.0,0.5
7406,14,14,5,309505.0,9762565.0,1215.0,0.5
7407,15,14,5,309515.0,9762565.0,1215.0,0.5
7408,16,14,5,309525.0,9762565.0,1215.0,0.5
7409,17,14,5,309535.0,9762565.0,1215.0,0.5
7410,18,14,5,309545.0,9762565.0,1215.0,0.5
7411,19,14,5,309555.0,9762565.0,1215.0,0.375
7412,20,14,5,309565.0,9762565.0,1215.0,0.125
7426,6,15,5,309425.0,9762575.0,1215.0,0.25
7427,7,15,5,309435.0,9762575.0,1215.0,0.5
7428,8,15,5,309445.0,9762575.0,1215.0,0.75
7429,9,15,5,309455.0,9762575.0,1215.0,1.0
7430,10,15,5,309465.0,9762575.0,1215.0,1.0
7431,11,15,5,309475.0,9762575.0,1215.0,0.875
7432,12,15,5,309485.0,9762575.0,1215.0,0.75
7433,13,15,5,309495.0,9762575.0,1215.0,0.625
7434,14,15,5,309505.0,9762575.0,1215.0,0.5
7435,15,15,5,309515.0,9762575.0,1215.0,0.5
7436,16,15,5,309525.0,9762575.0,1215.0,0.5
7437,17,15,5,309535.0,9762575.0,1215.0,0.375
7438,18,15,5,309545.0,9762575.0,1215.0,0.25
7439,19,15,5,309555.0,9762575.0,1215.0,0.125
7454,6,16,5,309425.0,9762585.0,1215.0,0.125
7455,7,16,5,309435.0,9762585.0,1215.0,0.375
7456,8,16,5,309445.0,9762585.0,1215.0,0.625
7457,9,16,5,309455.0,9762585.0,1215.0,0.75
7458,10,16,5,309465.0,9762585.0,1215.0,0.75
7459,11,16,5,309475.0,9762585.0,1215.0,0.875
7460,12,16,5,309485.0,9762585.0,1215.0,1.0
7461,13,16,5,309495.0,9762585.0,1215.0,0.875
7462,14,16,5,309505.0,9762585.0,1215.0,0.75
7463,15,16,5,309515.0,9762585.0,1215.0,0.625
7464,16,16,5,309525.0,9762585.0,1215.0,0.5
7465,17,16,5,309535.0,9762585.0,1215.0,0.375
7466,18,16,5,309545.0,9762585.0,1215.0,0.125
7483,7,17,5,309435.0,9762595.0,1215.0,0.125
7484,8,17,5,309445.0,9762595.0,1215.0,0.25
7485,9,17,5,309455.0,9762595.0,1215.0,0.375
7486,10,17,5,309465.0,9762595.0,1215.0,0.5
7487,11,17,5,309475.0,9762595.0,1215.0,0.625
7488,12,17,5,309485.0,9762595.0,1215.0,0.75
7489,13,17,5,309495.0,9762595.0,1215.0,0.75
7490,14,17,5,309505.0,9762595.0,1215.0,0.875
7491,15,17,5,309515.0,9762595.0,1215.0,0.875
7492,16,17,5,309525.0,9762595.0,1215.0,0.75
7493,17,17,5,309535.0,9762595.0,1215.0,0.625
7494,18,17,5,309545.0,9762595.0,1215.0,0.375
7495,19,17,5,309555.0,9762595.0,1215.0,0.25
7496,20,17,5,309565.0,9762595.0,1215.0,0.125
7513,9,18,5,309455.0,9762605.0,1215.0,0.125
7514,10,18,5,309465.0,9762605.0,1215.0,0.25
7515,11,18,5,309475.0,9762605.0,1215.0,0.375
7516,12,18,5,309485.0,9762605.0,1215.0,0.5
7517,13,18,5,309495.0,9762605.0,1215.0,0.5
7518,14,18,5,309505.0,9762605.0,1215.0,0.625
7519,15,18,5,309515.0,9762605.0,1215.0,0.75
7520,16,18,5,309525.0,9762605.0,1215.0,0.875
7521,17,18,5,309535.0,9762605.0,1215.0,0.875
7522,18,18,5,309545.0,9762605.0,1215.0,0.75
7523,19,18,5,309555.0,9762605.0,1215.0,0.75
7524,20,18,5,309565.0,9762605.0,1215.0,0.5
7525,21,18,5,309575.0,9762605.0,1215.0,0.25
7526,22,18,5,309585.0,9762605.0,1215.0,0.125
7543,11,19,5,309475.0,9762615.0,1215.0,0.125
7544,12,19,5,309485.0,9762615.0,1215.0,0.25
7545,13,19,5,309495.0,9762615.0,1215.0,0.25
7546,14,19,5,309505.0,9762615.0,1215.0,0.375
7547,15,19,5,309515.0,9762615.0,1215.0,0.5
7548,16,19,5,309525.0,9762615.0,1215.0,0.625
7549,17,19,5,309535.0,9762615.0,1215.0,0.875
7550,18,19,5,309545.0,9762615.0,1215.0,1.0
7551,19,19,5,309555.0,9762615.0,1215.0,1.0
7552,20,19,5,309565.0,9762615.0,1215.0,0.875
7553,21,19,5,309575.0,9762615.0,1215.0,0.625
7554,22,19,5,309585.0,9762615.0,1215.0,0.25
7574,14,20,5,309505.0,9762625.0,1215.0,0.125
7575,15,20,5,309515.0,9762625.0,1215.0,0.25
7576,16,20,5,309525.0,9762625.0,1215.0,0.25
7577,17,20,5,309535.0,9762625.0,1215.0,0.5
7578,18,20,5,309545.0,9762625.0,1215.0,0.75
7579,19,20,5,309555.0,9762625.0,1215.0,0.875
7580,20,20,5,309565.0,9762625.0,1215.0,1.0
7581,21,20,5,309575.0,9762625.0,1215.0,0.75
7582,22,20,5,309585.0,9762625.0,1215.0,0.375
7583,23,20,5,309595.0,9762625.0,1215.0,0.125
7605,17,21,5,309535.0,9762635.0,1215.0,0.125
7606,18,21,5,309545.0,9762635.0,1215.0,0.375
7607,19,21,5,309555.0,9762635.0,1215.0,0.75
7608,20,21,5,309565.0,9762635.0,1215.0,1.0
7609,21,21,5,309575.0,9762635.0,1215.0,0.875
7610,22,21,5,309585.0,9762635.0,1215.0,0.625
7611,23,21,5,309595.0,9762635.0,1215.0,0.25
7634,18,22,5,309545.0,9762645.0,1215.0,0.25
7635,19,22,5,309555.0,9762645.0,1215.0,0.625
7636,20,22,5,309565.0,9762645.0,1215.0,0.875
7637,21,22,5,309575.0,9762645.0,1215.0,1.0
7638,22,22,5,309585.0,9762645.0,1215.0,0.625
7639,23,22,5,309595.0,9762645.0,1215.0,0.125
7662,18,23,5,309545.0,9762655.0,1215.0,0.125
7663,19,23,5,309555.0,9762655.0,1215.0,0.375
7664,20,23,5,309565.0,9762655.0,1215.0,0.75
7665,21,23,5,309575.0,9762655.0,1215.0,1.0
7666,22,23,5,309585.0,9762655.0,1215.0,0.5
7691,19,24,5,309555.0,9762665.0,1215.0,0.25
7692,20,24,5,309565.0,9762665.0,1215.0,0.75
7693,21,24,5,309575.0,9762665.0,1215.0,1.0
7694,22,24,5,309585.0,9762665.0,1215.0,0.5
7719,19,25,5,309555.0,9762675.0,1215.0,0.25
7720,20,25,5,309565.0,9762675.0,1215.0,0.625
7721,21,25,5,309575.0,9762675.0,1215.0,0.875
7722,22,25,5,309585.0,9762675.0,1215.0,0.5
7747,19,26,5,309555.0,9762685.0,1215.0,0.125
7748,20,26,5,309565.0,9762685.0,1215.0,0.375
7749,21,26,5,309575.0,9762685.0,1215.0,0.75
7750,22,26,5,309585.0,9762685.0,1215.0,0.5
7776,20,27,5,309565.0,9762695.0,1215.0,0.25
7777,21,27,5,309575.0,9762695.0,1215.0,0.625
7778,22,27,5,309585.0,9762695.0,1215.0,0.375
7804,20,28,5,309565.0,9762705.0,1215.0,0.25
7805,21,28,5,309575.0,9762705.0,1215.0,0.5
7806,22,28,5,309585.0,9762705.0,1215.0,0.25
7832,20,29,5,309565.0,9762715.0,1215.0,0.25
7833,21,29,5,309575.0,9762715.0,1215.0,0.5
7834,22,29,5,309585.0,9762715.0,1215.0,0.25
7860,20,30,5,309565.0,9762725.0,1215.0,0.25
7861,21,30,5,309575.0,9762725.0,1215.0,0.5
7862,22,30,5,309585.0,9762725.0,1215.0,0.25
7888,20,31,5,309565.0,9762735.0,1215.0,0.125
7889,21,31,5,309575.0,9762735.0,1215.0,0.375
7890,22,31,5,309585.0,9762735.0,1215.0,0.25
7917,21,32,5,309575.0,9762745.0,1215.0,0.25
7918,22,32,5,309585.0,9762745.0,1215.0,0.375
7919,23,32,5,309595.0,9762745.0,1215.0,0.125
7945,21,33,5,309575.0,9762755.0,1215.0,0.25
7946,22,33,5,309585.0,9762755.0,1215.0,0.5
7947,23,33,5,309595.0,9762755.0,1215.0,0.25
7973,21,34,5,309575.0,9762765.0,1215.0,0.25
7974,22,34,5,309585.0,9762765.0,1215.0,0.5
7975,23,34,5,309595.0,9762765.0,1215.0,0.375
7976,24,34,5,309605.0,9762765.0,1215.0,0.125
8001,21,35,5,309575.0,9762775.0,1215.0,0.25
8002,22,35,5,309585.0,9762775.0,1215.0,0.5
8003,23,35,5,309595.0,9762775.0,1215.0,0.625
8004,24,35,5,309605.0,9762775.0,1215.0,0.375
8029,21,36,5,309575.0,9762785.0,1215.0,0.25
8030,22,36,5,309585.0,9762785.0,1215.0,0.5
8031,23,36,5,309595.0,9762785.0,1215.0,0.75
8032,24,36,5,309605.0,9762785.0,1215.0,0.5
8057,21,37,5,309575.0,9762795.0,1215.0,0.25
8058,22,37,5,309585.0,9762795.0,1215.0,0.5
8059,23,37,5,309595.0,9762795.0,1215.0,0.75
8060,24,37,5,309605.0,9762795.0,1215.0,0.625
8061,25,37,5,309615.0,9762795.0,1215.0,0.125
8085,21,38,5,309575.0,9762805.0,1215.0,0.25
8086,22,38,5,309585.0,9762805.0,1215.0,0.5
8087,23,38,5,309595.0,9762805.0,1215.0,0.75
8088,24,38,5,309605.0,9762805.0,1215.0,0.875
8089,25,38,5,309615.0,9762805.0,1215.0,0.375
8113,21,39,5,309575.0,9762815.0,1215.0,0.25
8114,22,39,5,309585.0,9762815.0,1215.0,0.5
8115,23,39,5,309595.0,9762815.0,1215.0,0.75
8116,24,39,5,309605.0,9762815.0,1215.0,1.0
8117,25,39,5,309615.0,9762815.0,1215.0,0.5
8141,21,40,5,309575.0,9762825.0,1215.0,0.25
8142,22,40,5,309585.0,9762825.0,1215.0,0.5
8143,23,40,5,309595.0,9762825.0,1215.0,0.75
8144,24,40,5,309605.0,9762825.0,1215.0,1.0
8145,25,40,5,309615.0,9762825.0,1215.0,0.5
8169,21,41,5,309575.0,9762835.0,1215.0,0.25
8170,22,41,5,309585.0,9762835.0,1215.0,0.5
8171,23,41,5,309595.0,9762835.0,1215.0,0.75
8172,24,41,5,309605.0,9762835.0,1215.0,0.75
8173,25,41,5,309615.0,9762835.0,1215.0,0.25
8197,21,42,5,309575.0,9762845.0,1215.0,0.125
8198,22,42,5,309585.0,9762845.0,1215.0,0.375
8199,23,42,5,309595.0,9762845.0,1215.0,0.5
8200,24,42,5,309605.0,9762845.0,1215.0,0.25
8226,22,43,5,309585.0,9762855.0,1215.0,0.125
8227,23,43,5,309595.0,9762855.0,1215.0,0.125
8438,10,1,6,309465.0,9762435.0,1225.0,0.125
8439,11,1,6,309475.0,9762435.0,1225.0,0.25
8440,12,1,6,309485.0,9762435.0,1225.0,0.125
8464,8,2,6,309445.0,9762445.0,1225.0,0.125
8465,9,2,6,309455.0,9762445.0,1225.0,0.25
8466,10,2,6,309465.0,9762445.0,1225.0,0.375
8467,11,2,6,309475.0,9762445.0,1225.0,0.625
8468,12,2,6,309485.0,9762445.0,1225.0,0.5
8469,13,2,6,309495.0,9762445.0,1225.0,0.125
8492,8,3,6,309445.0,9762455.0,1225.0,0.125
8493,9,3,6,309455.0,9762455.0,1225.0,0.375
8494,10,3,6,309465.0,9762455.0,1225.0,0.5
8495,11,3,6,309475.0,9762455.0,1225.0,0.625
8496,12,3,6,309485.0,9762455.0,1225.0,0.625
8497,13,3,6,309495.0,9762455.0,1225.0,0.375
8498,14,3,6,309505.0,9762455.0,1225.0,0.125
8514,2,4,6,309385.0,9762465.0,1225.0,0.125
8515,3,4,6,309395.0,9762465.0,1225.0,0.25
8516,4,4,6,309405.0,9762465.0,1225.0,0.25
8517,5,4,6,309415.0,9762465.0,1225.0,0.125
8521,9,4,6,309455.0,9762465.0,1225.0,0.25
8522,10,4,6,309465.0,9762465.0,1225.0,0.5
8523,11,4,6,309475.0,9762465.0,1225.0,0.5
8524,12,4,6,309485.0,9762465.0,1225.0,0.5
8525,13,4,6,309495.0,9762465.0,1225.0,0.5
8526,14,4,6,309505.0,9762465.0,1225.0,0.25
8540,0,5,6,309365.0,9762475.0,1225.0,0.125
8541,1,5,6,309375.0,9762475.0,1225.0,0.25
8542,2,5,6,309385.0,9762475.0,1225.0,0.375
8543,3,5,6,309395.0,9762475.0,1225.0,0.5
8544,4,5,6,309405.0,9762475.0,1225.0,0.5
8545,5,5,6,309415.0,9762475.0,1225.0,0.375
8546,6,5,6,309425.0,9762475.0,1225.0,0.125
8549,9,5,6,309455.0,9762475.0,1225.0,0.25
8550,10,5,6,309465.0,9762475.0,1225.0,0.5
8551,11,5,6,309475.0,9762475.0,1225.0,0.5
8552,12,5,6,309485.0,9762475.0,1225.0,0.5
8553,13,5,6,309495.0,9762475.0,1225.0,0.5
8554,14,5,6,309505.0,9762475.0,1225.0,0.375
8555,15,5,6,309515.0,9762475.0,1225.0,0.125
8568,0,6,6,309365.0,9762485.0,1225.0,0.25
8569,1,6,6,309375.0,9762485.0,1225.0,0.5
8570,2,6,6,309385.0,9762485.0,1225.0,0.5
8571,3,6,6,309395.0,9762485.0,1225.0,0.625
8572,4,6,6,309405.0,9762485.0,1225.0,0.625
8573,5,6,6,309415.0,9762485.0,1225.0,0.5
8574,6,6,6,309425.0,9762485.0,1225.0,0.375
8575,7,6,6,309435.0,9762485.0,1225.0,0.125
8577,9,6,6,309455.0,9762485.0,1225.0,0.25
8578,10,6,6,309465.0,9762485.0,1225.0,0.5
8579,11,6,6,309475.0,9762485.0,1225.0,0.5
8580,12,6,6,309485.0,9762485.0,1225.0,0.5
8581,13,6,6,309495.0,9762485.0,1225.0,0.5
8582,14,6,6,309505.0,9762485.0,1225.0,0.5
8583,15,6,6,309515.0,9762485.0,1225.0,0.25
8596,0,7,6,309365.0,9762495.0,1225.0,0.25
8597,1,7,6,309375.0,9762495.0,1225.0,0.5
8598,2,7,6,309385.0,9762495.0,1225.0,0.5
8599,3,7,6,309395.0,9762495.0,1225.0,0.625
8600,4,7,6,309405.0,9762495.0,1225.0,0.625
8601,5,7,6,309415.0,9762495.0,1225.0,0.5
8602,6,7,6,309425.0,9762495.0,1225.0,0.5
8603,7,7,6,309435.0,9762495.0,1225.0,0.25
8605,9,7,6,309455.0,9762495.0,1225.0,0.25
8606,10,7,6,309465.0,9762495.0,1225.0,0.5
8607,11,7,6,309475.0,9762495.0,1225.0,0.5
8608,12,7,6,309485.0,9762495.0,1225.0,0.5
8609,13,7,6,309495.0,9762495.0,1225.0,0.5
8610,14,7,6,309505.0,9762495.0,1225.0,0.5
8611,15,7,6,309515.0,9762495.0,1225.0,0.375
8612,16,7,6,309525.0,9762495.0,1225.0,0.125
8624,0,8,6,309365.0,9762505.0,1225.0,0.125
8625,1,8,6,309375.0,9762505.0,1225.0,0.375
8626,2,8,6,309385.0,9762505.0,1225.0,0.5
8627,3,8,6,309395.0,9762505.0,1225.0,0.5
8628,4,8,6,309405.0,9762505.0,1225.0,0.625
8629,5,8,6,309415.0,9762505.0,1225.0,0.625
8630,6,8,6,309425.0,9762505.0,1225.0,0.5
8631,7,8,6,309435.0,9762505.0,1225.0,0.25
8633,9,8,6,309455.0,9762505.0,1225.0,0.125
8634,10,8,6,309465.0,9762505.0,1225.0,0.375
8635,11,8,6,309475.0,9762505.0,1225.0,0.5
8636,12,8,6,309485.0,9762505.0,1225.0,0.5
8637,13,8,6,309495.0,9762505.0,1225.0,0.5
8638,14,8,6,309505.0,9762505.0,1225.0,0.5
8639,15,8,6,309515.0,9762505.0,1225.0,0.5
8640,16,8,6,309525.0,9762505.0,1225.0,0.25
8653,1,9,6,309375.0,9762515.0,1225.0,0.25
8654,2,9,6,309385.0,9762515.0,1225.0,0.5
8655,3,9,6,309395.0,9762515.0,1225.0,0.5
8656,4,9,6,309405.0,9762515.0,1225.0,0.75
8657,5,9,6,309415.0,9762515.0,1225.0,0.75
8658,6,9,6,309425.0,9762515.0,1225.0,0.5
8659,7,9,6,309435.0,9762515.0,1225.0,0.375
8660,8,9,6,309445.0,9762515.0,1225.0,0.125
8662,10,9,6,309465.0,9762515.0,1225.0,0.25
8663,11,9,6,309475.0,9762515.0,1225.0,0.5
8664,12,9,6,309485.0,9762515.0,1225.0,0.5
8665,13,9,6,309495.0,9762515.0,1225.0,0.5
8666,14,9,6,309505.0,9762515.0,1225.0,0.375
8667,15,9,6,309515.0,9762515.0,1225.0,0.25
8668,16,9,6,309525.0,9762515.0,1225.0,0.125
8681,1,10,6,309375.0,9762525.0,1225.0,0.25
8682,2,10,6,309385.0,9762525.0,1225.0,0.5
8683,3,10,6,309395.0,9762525.0,1225.0,0.5
8684,4,10,6,309405.0,9762525.0,1225.0,0.75
8685,5,10,6,309415.0,9762525.0,1225.0,0.75
8686,6,10,6,309425.0,9762525.0,1225.0,0.5
8687,7,10,6,309435.0,9762525.0,1225.0,0.5
8688,8,10,6,309445.0,9762525.0,1225.0,0.25
8690,10,10,6,309465.0,9762525.0,1225.0,0.25
8691,11,10,6,309475.0,9762525.0,1225.0,0.5
8692,12,10,6,309485.0,9762525.0,1225.0,0.5
8693,13,10,6,309495.0,9762525.0,1225.0,0.375
8694,14,10,6,309505.0,9762525.0,1225.0,0.125
8709,1,11,6,309375.0,9762535.0,1225.0,0.25
8710,2,11,6,309385.0,9762535.0,1225.0,0.5
8711,3,11,6,309395.0,9762535.0,1225.0,0.5
8712,4,11,6,309405.0,9762535.0,1225.0,0.625
8713,5,11,6,309415.0,9762535.0,1225.0,0.625
8714,6,11,6,309425.0,9762535.0,1225.0,0.5
8715,7,11,6,309435.0,9762535.0,1225.0,0.5
8716,8,11,6,309445.0,9762535.0,1225.0,0.375
8717,9,11,6,309455.0,9762535.0,1225.0,0.125
8718,10,11,6,309465.0,9762535.0,1225.0,0.25
8719,11,11,6,309475.0,9762535.0,1225.0,0.5
8720,12,11,6,309485.0,9762535.0,1225.0,0.375
8721,13,11,6,309495.0,9762535.0,1225.0,0.125
8737,1,12,6,309375.0,9762545.0,1225.0,0.125
8738,2,12,6,309385.0,9762545.0,1225.0,0.375
8739,3,12,6,309395.0,9762545.0,1225.0,0.5
8740,4,12,6,309405.0,9762545.0,1225.0,0.5
8741,5,12,6,309415.0,9762545.0,1225.0,0.5
8742,6,12,6,309425.0,9762545.0,1225.0,0.5
8743,7,12,6,309435.0,9762545.0,1225.0,0.5
8744,8,12,6,309445.0,9762545.0,1225.0,0.5
8745,9,12,6,309455.0,9762545.0,1225.0,0.25
8746,10,12,6,309465.0,9762545.0,1225.0,0.125
8747,11,12,6,309475.0,9762545.0,1225.0,0.25
8748,12,12,6,309485.0,9762545.0,1225.0,0.125
8766,2,13,6,309385.0,9762555.0,1225.0,0.25
8767,3,13,6,309395.0,9762555.0,1225.0,0.5
8768,4,13,6,309405.0,9762555.0,1225.0,0.5
8769,5,13,6,309415.0,9762555.0,1225.0,0.5
8770,6,13,6,309425.0,9762555.0,1225.0,0.5
8771,7,13,6,309435.0,9762555.0,1225.0,0.5
8772,8,13,6,309445.0,9762555.0,1225.0,0.5
8773,9,13,6,309455.0,9762555.0,1225.0,0.375
8774,10,13,6,309465.0,9762555.0,1225.0,0.125
8794,2,14,6,309385.0,9762565.0,1225.0,0.25
8795,3,14,6,309395.0,9762565.0,1225.0,0.5
8796,4,14,6,309405.0,9762565.0,1225.0,0.5
8797,5,14,6,309415.0,9762565.0,1225.0,0.5
8798,6,14,6,309425.0,9762565.0,1225.0,0.5
8799,7,14,6,309435.0,9762565.0,1225.0,0.5
8800,8,14,6,309445.0,9762565.0,1225.0,0.5
8801,9,14,6,309455.0,9762565.0,1225.0,0.5
8802,10,14,6,309465.0,9762565.0,1225.0,0.375
8803,11,14,6,309475.0,9762565.0,1225.0,0.125
8822,2,15,6,309385.0,9762575.0,1225.0,0.125
8823,3,15,6,309395.0,9762575.0,1225.0,0.375
8824,4,15,6,309405.0,9762575.0,1225.0,0.5
8825,5,15,6,309415.0,9762575.0,1225.0,0.5
8826,6,15,6,309425.0,9762575.0,1225.0,0.5
8827,7,15,6,309435.0,9762575.0,1225.0,0.5
8828,8,15,6,309445.0,9762575.0,1225.0,0.5
8829,9,15,6,309455.0,9762575.0,1225.0,0.5
8830,10,15,6,309465.0,9762575.0,1225.0,0.5
8831,11,15,6,309475.0,9762575.0,1225.0,0.375
8832,12,15,6,309485.0,9762575.0,1225.0,0.25
8833,13,15,6,309495.0,9762575.0,1225.0,0.125
8851,3,16,6,309395.0,9762585.0,1225.0,0.25
8852,4,16,6,309405.0,9762585.0,1225.0,0.5
8853,5,16,6,309415.0,9762585.0,1225.0,0.5
8854,6,16,6,309425.0,9762585.0,1225.0,0.5
8855,7,16,6,309435.0,9762585.0,1225.0,0.625
8856,8,16,6,309445.0,9762585.0,1225.0,0.75
8857,9,16,6,309455.0,9762585.0,1225.0,0.75
8858,10,16,6,309465.0,9762585.0,1225.0,0.75
8859,11,16,6,309475.0,9762585.0,1225.0,0.75
8860,12,16,6,309485.0,9762585.0,1225.0,0.75
8861,13,16,6,309495.0,9762585.0,1225.0,0.5
8862,14,16,6,309505.0,9762585.0,1225.0,0.25
8863,15,16,6,309515.0,9762585.0,1225.0,0.125
8879,3,17,6,309395.0,9762595.0,1225.0,0.25
8880,4,17,6,309405.0,9762595.0,1225.0,0.5
8881,5,17,6,309415.0,9762595.0,1225.0,0.5
8882,6,17,6,309425.0,9762595.0,1225.0,0.5
8883,7,17,6,309435.0,9762595.0,1225.0,0.625
8884,8,17,6,309445.0,9762595.0,1225.0,0.75
8885,9,17,6,309455.0,9762595.0,1225.0,0.875
8886,10,17,6,309465.0,9762595.0,1225.0,1.0
8887,11,17,6,309475.0,9762595.0,1225.0,1.0
8888,12,17,6,309485.0,9762595.0,1225.0,1.0
8889,13,17,6,309495.0,9762595.0,1225.0,0.875
8890,14,17,6,309505.0,9762595.0,1225.0,0.75
8891,15,17,6,309515.0,9762595.0,1225.0,0.5
8892,16,17,6,309525.0,9762595.0,1225.0,0.25
8893,17,17,6,309535.0,9762595.0,1225.0,0.125
8907,3,18,6,309395.0,9762605.0,1225.0,0.125
8908,4,18,6,309405.0,9762605.0,1225.0,0.375
8909,5,18,6,309415.0,9762605.0,1225.0,0.5
8910,6,18,6,309425.0,9762605.0,1225.0,0.5
8911,7,18,6,309435.0,9762605.0,1225.0,0.5
8912,8,18,6,309445.0,9762605.0,1225.0,0.5
8913,9,18,6,309455.0,9762605.0,1225.0,0.625
8914,10,18,6,309465.0,9762605.0,1225.0,0.75
8915,11,18,6,309475.0,9762605.0,1225.0,0.875
8916,12,18,6,309485.0,9762605.0,1225.0,1.0
8917,13,18,6,309495.0,9762605.0,1225.0,1.0
8918,14,18,6,309505.0,9762605.0,1225.0,1.0
8919,15,18,6,309515.0,9762605.0,1225.0,0.875
8920,16,18,6,309525.0,9762605.0,1225.0,0.75
8921,17,18,6,309535.0,9762605.0,1225.0,0.5
8922,18,18,6,309545.0,9762605.0,1225.0,0.25
