BHID,FROM,TO,_len,caco3,_acum,azmm,dipm,xm,ym,zm,azmb,dipb,xb,yb,zb,azme,dipe,xe,ye,ze,BHIDint
GL11DH2,78.0,81.0,3.0,91.04899999999999,273.147,135.0,79.99999237060547,309540.7616352439,9762636.238364726,1224.707784295082,135.0,79.99999237060547,309540.57745340466,9762636.422546566,1226.1849958896637,135.0,79.99999237060547,309540.9458170831,9762636.054182887,1223.2305727005005,5
GL11DH3,9.0,12.0,3.0,62.06013333333336,186.18040000000008,135.0,79.99999237060547,309458.28927245736,9762700.710727543,1295.6595185995102,135.0,79.99999237060547,309458.10509061813,9762700.894909382,1297.1367301940918,135.0,79.99999237060547,309458.4734542966,9762700.526545703,1294.1823070049286,6
GL11DH3,12.0,15.0,3.0,94.34999999999998,283.04999999999995,135.0,79.99999237060547,309458.6576361358,9762700.342363864,1292.705095410347,135.0,79.99999237060547,309458.4734542966,9762700.526545703,1294.1823070049286,135.0,79.99999237060547,309458.84181797504,9762700.158182025,1291.2278838157654,6
GL11DH3,15.0,18.0,3.0,95.2308,285.6924,135.0,79.9999771118164,309459.0259999484,9762699.974000037,1289.7506722211838,135.0,79.99999237060547,309458.84181797504,9762700.158182025,1291.2278838157654,135.0,79.99999237060547,309459.2101819217,9762699.789818048,1288.2734606266022,6
GL11DH3,18.0,21.0,3.0,89.23559999999999,267.7068,135.0,79.99999237060547,309459.39436376095,9762699.60563621,1286.7962490320206,135.0,79.99999237060547,309459.2101819217,9762699.789818048,1288.2734606266022,135.0,80.00001525878906,309459.57854539156,9762699.421454579,1285.319037437439,6
GL11DH3,21.0,24.0,3.0,87.99,263.96999999999997,135.0,79.99999237060547,309459.7627270222,9762699.237272948,1283.8418258428574,135.0,80.00001525878906,309459.57854539156,9762699.421454579,1285.319037437439,135.0,79.99999237060547,309459.9469088614,9762699.053091109,1282.3646142482758,6
GL11DH3,24.0,27.0,3.0,91.75,275.25,135.0,79.9999771118164,309460.13109083474,9762698.86890912,1280.8874026536942,135.0,79.99999237060547,309459.9469088614,9762699.053091109,1282.3646142482758,135.0,79.99999237060547,309460.3152728081,9762698.684727132,1279.4101910591125,6
GL11DH3,27.0,30.0,3.0,91.27,273.81,135.0,79.99999237060547,309460.4994546473,9762698.500545293,1277.932979464531,135.0,79.99999237060547,309460.3152728081,9762698.684727132,1279.4101910591125,135.0,80.00001525878906,309460.6836362779,9762698.316363662,1276.4557678699493,6
GL11DH3,30.0,33.0,3.0,39.595600000000005,118.78680000000001,135.0,79.99999237060547,309460.8678179085,9762698.132182032,1274.9785562753677,135.0,80.00001525878906,309460.6836362779,9762698.316363662,1276.4557678699493,135.0,79.99999237060547,309461.05199974775,9762697.948000193,1273.5013446807861,6
GL11DH3,33.0,36.0,3.0,48.64786666666668,145.94360000000003,135.0,79.9999771118164,309461.2361817211,9762697.763818204,1272.0241330862045,135.0,79.99999237060547,309461.05199974775,9762697.948000193,1273.5013446807861,135.0,79.99999237060547,309461.42036369443,9762697.579636216,1270.546921491623,6
GL11DH3,36.0,39.0,3.0,41.52866666666662,124.58599999999987,135.0,79.99999237060547,309461.60454553366,9762697.395454377,1269.0697098970413,135.0,79.99999237060547,309461.42036369443,9762697.579636216,1270.546921491623,135.0,80.00001525878906,309461.78872716427,9762697.211272746,1267.5924983024597,6
GL11DH3,39.0,42.0,3.0,0.0,0.0,135.0,80.00001525878906,309461.97290858626,9762697.027091324,1266.1152865886688,135.0,80.00001525878906,309461.78872716427,9762697.211272746,1267.5924983024597,135.0,79.99999237060547,309462.1570902169,9762696.842909694,1264.6380749940872,6
GL11DH3,42.0,45.0,3.0,47.62160000000009,142.8648000000003,135.0,79.99999237060547,309462.3412720561,9762696.658727854,1263.1608633995056,135.0,79.99999237060547,309462.1570902169,9762696.842909694,1264.6380749940872,135.0,79.99999237060547,309462.52545389533,9762696.474546015,1261.683651804924,6
GL11DH3,45.0,48.0,3.0,92.50999999999999,277.53,135.0,79.99999237060547,309462.70963573456,9762696.290364176,1260.2064402103424,135.0,79.99999237060547,309462.52545389533,9762696.474546015,1261.683651804924,135.0,79.99999237060547,309462.8938175738,9762696.106182337,1258.7292286157608,6
GL11DH3,48.0,51.0,3.0,91.46999999999998,274.40999999999997,135.0,79.99999237060547,309463.077999413,9762695.922000498,1257.2520170211792,135.0,79.99999237060547,309462.8938175738,9762696.106182337,1258.7292286157608,135.0,79.99999237060547,309463.26218125224,9762695.737818658,1255.7748054265976,6
GL11DH3,51.0,54.0,3.0,91.99,275.96999999999997,135.0,79.99999237060547,309463.44636309147,9762695.55363682,1254.297593832016,135.0,79.99999237060547,309463.26218125224,9762695.737818658,1255.7748054265976,135.0,80.0,309463.6305448562,9762695.369455054,1252.8203822374344,6
GL11DH4,96.0,99.0,3.0,87.37,262.11,135.0,79.99999237060547,309584.9718147814,9762608.028185219,1204.9812463521957,135.0,79.99999237060547,309584.7876329422,9762608.212367058,1206.4584579467773,135.0,80.00001525878906,309585.15599641204,9762607.844003588,1203.5040347576141,7
GL11DH4,99.0,102.0,3.0,86.69850000000001,260.0955,135.0,79.99999237060547,309585.34017804265,9762607.659821957,1202.0268231630325,135.0,80.00001525878906,309585.15599641204,9762607.844003588,1203.5040347576141,135.0,79.99999237060547,309585.5243598819,9762607.475640118,1200.549611568451,7
GL11DH4,102.0,105.0,3.0,86.52333333333333,259.57,135.0,79.9999771118164,309585.7085418552,9762607.29145813,1199.0723999738693,135.0,79.99999237060547,309585.5243598819,9762607.475640118,1200.549611568451,135.0,79.99999237060547,309585.89272382855,9762607.107276142,1197.5951883792877,7
GL11DH4,105.0,108.0,3.0,87.1932,261.5796,135.0,79.99999237060547,309586.0769056678,9762606.923094302,1196.1179767847061,135.0,79.99999237060547,309585.89272382855,9762607.107276142,1197.5951883792877,135.0,79.99999237060547,309586.261087507,9762606.738912463,1194.6407651901245,7
GL11DH4,108.0,111.0,3.0,88.34613333333334,265.0384,135.0,79.99999237060547,309586.44526934624,9762606.554730624,1193.163553595543,135.0,79.99999237060547,309586.261087507,9762606.738912463,1194.6407651901245,135.0,79.99999237060547,309586.62945118546,9762606.370548785,1191.6863420009613,7
GL11DH4,111.0,114.0,3.0,89.84586666666667,269.5376,135.0,79.99999237060547,309586.8136330247,9762606.186366946,1190.2091304063797,135.0,79.99999237060547,309586.62945118546,9762606.370548785,1191.6863420009613,135.0,79.99999237060547,309586.9978148639,9762606.002185106,1188.731918811798,7
GL11DH4,114.0,117.0,3.0,91.2056,273.6168,135.0,79.99999237060547,309587.18199670315,9762605.818003267,1187.2547072172165,135.0,79.99999237060547,309586.9978148639,9762606.002185106,1188.731918811798,135.0,79.99999237060547,309587.3661785424,9762605.633821428,1185.777495622635,7
GL11DH4,117.0,120.0,3.0,91.6816,275.0448,135.0,79.99999237060547,309587.5503603816,9762605.449639589,1184.3002840280533,135.0,79.99999237060547,309587.3661785424,9762605.633821428,1185.777495622635,135.0,80.00001525878906,309587.7345420122,9762605.265457958,1182.8230724334717,7
GL11DH4,120.0,123.0,3.0,91.05173333333335,273.15520000000004,135.0,79.99999237060547,309587.9187236428,9762605.081276327,1181.34586083889,135.0,80.00001525878906,309587.7345420122,9762605.265457958,1182.8230724334717,135.0,79.99999237060547,309588.10290548205,9762604.897094488,1179.8686492443085,7
GL11DH4,123.0,126.0,3.0,91.1952,273.5856,135.0,79.99999237060547,309588.2870873213,9762604.712912649,1178.3914376497269,135.0,79.99999237060547,309588.10290548205,9762604.897094488,1179.8686492443085,135.0,79.99999237060547,309588.4712691605,9762604.52873081,1176.9142260551453,7
GL11DH4,126.0,129.0,3.0,90.88013333333333,272.6404,135.0,79.99999237060547,309588.65545099974,9762604.34454897,1175.4370144605637,135.0,79.99999237060547,309588.4712691605,9762604.52873081,1176.9142260551453,135.0,79.99999237060547,309588.83963283896,9762604.160367131,1173.959802865982,7
GL11DH4,129.0,132.0,3.0,92.12360000000001,276.37080000000003,135.0,79.99999237060547,309589.0238146782,9762603.976185292,1172.4825912714005,135.0,79.99999237060547,309588.83963283896,9762604.160367131,1173.959802865982,135.0,79.99999237060547,309589.2079965174,9762603.792003453,1171.0053796768188,7
GL11DH4,132.0,135.0,3.0,91.015,273.045,135.0,79.99999237060547,309589.39217835665,9762603.607821614,1169.5281680822372,135.0,79.99999237060547,309589.2079965174,9762603.792003453,1171.0053796768188,135.0,79.99999237060547,309589.5763601959,9762603.423639774,1168.0509564876556,7
GL12DH1,6.0,9.0,3.0,72.77066666666667,218.312,135.0,79.99999237060547,309475.9209088981,9762787.079091102,1300.613942027092,135.0,79.99999237060547,309475.7367270589,9762787.263272941,1302.0911536216736,135.0,79.99999237060547,309476.10509073734,9762786.894909263,1299.1367304325104,8
GL12DH1,9.0,12.0,3.0,94.79253333333334,284.37760000000003,135.0,79.99999237060547,309476.28927257657,9762786.710727423,1297.6595188379288,135.0,79.99999237060547,309476.10509073734,9762786.894909263,1299.1367304325104,135.0,79.99999237060547,309476.4734544158,9762786.526545584,1296.1823072433472,8
GL12DH1,12.0,15.0,3.0,95.16000000000001,285.48,135.0,79.99999237060547,309476.657636255,9762786.342363745,1294.7050956487656,135.0,79.99999237060547,309476.4734544158,9762786.526545584,1296.1823072433472,135.0,79.99999237060547,309476.84181809425,9762786.158181906,1293.227884054184,8
GL12DH1,15.0,18.0,3.0,94.16986666666666,282.5096,135.0,79.9999771118164,309477.0260000676,9762785.973999918,1291.7506724596024,135.0,79.99999237060547,309476.84181809425,9762786.158181906,1293.227884054184,135.0,79.99999237060547,309477.21018204093,9762785.78981793,1290.2734608650208,8
GL12DH1,18.0,21.0,3.0,95.1992,285.5976,135.0,79.99999237060547,309477.39436388016,9762785.60563609,1288.7962492704391,135.0,79.99999237060547,309477.21018204093,9762785.78981793,1290.2734608650208,135.0,80.00001525878906,309477.57854551077,9762785.42145446,1287.3190376758575,8
GL12DH1,21.0,24.0,3.0,91.77999999999999,275.34,135.0,79.99999237060547,309477.7627271414,9762785.237272829,1285.841826081276,135.0,80.00001525878906,309477.57854551077,9762785.42145446,1287.3190376758575,135.0,79.99999237060547,309477.9469089806,9762785.05309099,1284.3646144866943,8
GL12DH1,24.0,27.0,3.0,90.99066666666666,272.972,135.0,79.9999771118164,309478.13109095395,9762784.868909001,1282.8874028921127,135.0,79.99999237060547,309477.9469089806,9762785.05309099,1284.3646144866943,135.0,79.99999237060547,309478.3152729273,9762784.684727013,1281.4101912975311,8
GL12DH1,27.0,30.0,3.0,93.45453333333334,280.3636,135.0,79.99999237060547,309478.4994547665,9762784.500545174,1279.9329797029495,135.0,79.99999237060547,309478.3152729273,9762784.684727013,1281.4101912975311,135.0,80.00001525878906,309478.6836363971,9762784.316363543,1278.455768108368,8
GL12DH1,30.0,33.0,3.0,93.8252,281.4756,135.0,79.99999237060547,309478.86781802773,9762784.132181913,1276.9785565137863,135.0,80.00001525878906,309478.6836363971,9762784.316363543,1278.455768108368,135.0,79.99999237060547,309479.05199986696,9762783.948000073,1275.5013449192047,8
GL12DH2,27.0,30.0,3.0,51.53119999999996,154.5935999999999,135.0,79.99999237060547,309523.4994536936,9762759.500546306,1278.9329789876938,135.0,79.99999237060547,309523.3152718544,9762759.684728146,1280.4101905822754,135.0,80.00001525878906,309523.68363532424,9762759.316364676,1277.4557673931122,9
GL12DH2,30.0,33.0,3.0,90.47359999999999,271.4208,135.0,79.99999237060547,309523.86781695485,9762759.132183045,1275.9785557985306,135.0,80.00001525878906,309523.68363532424,9762759.316364676,1277.4557673931122,135.0,79.99999237060547,309524.0519987941,9762758.948001206,1274.501344203949,9
GL12DH2,33.0,36.0,3.0,88.91186666666665,266.7356,135.0,79.9999771118164,309524.2361807674,9762758.763819218,1273.0241326093674,135.0,79.99999237060547,309524.0519987941,9762758.948001206,1274.501344203949,135.0,79.99999237060547,309524.42036274076,9762758.57963723,1271.5469210147858,9
GL12DH2,36.0,39.0,3.0,90.334,271.002,135.0,79.99999237060547,309524.60454458,9762758.39545539,1270.0697094202042,135.0,79.99999237060547,309524.42036274076,9762758.57963723,1271.5469210147858,135.0,80.00001525878906,309524.7887262106,9762758.21127376,1268.5924978256226,9
GL12DH2,39.0,42.0,3.0,93.05520000000001,279.16560000000004,135.0,79.99999237060547,309524.9729078412,9762758.027092129,1267.115286231041,135.0,80.00001525878906,309524.7887262106,9762758.21127376,1268.5924978256226,135.0,79.99999237060547,309525.15708968043,9762757.84291029,1265.6380746364594,9
GL12DH2,42.0,45.0,3.0,87.16239999999999,261.4872,135.0,79.9999771118164,309525.3412716538,9762757.658728302,1264.1608630418777,135.0,79.99999237060547,309525.15708968043,9762757.84291029,1265.6380746364594,135.0,79.99999237060547,309525.5254536271,9762757.474546313,1262.6836514472961,9
GL12DH2,45.0,48.0,3.0,86.63946666666665,259.91839999999996,135.0,79.99999237060547,309525.70963546634,9762757.290364474,1261.2064398527145,135.0,79.99999237060547,309525.5254536271,9762757.474546313,1262.6836514472961,135.0,79.99999237060547,309525.89381730556,9762757.106182635,1259.729228258133,9
GL12DH2,48.0,51.0,3.0,87.4304,262.2912,135.0,79.99999237060547,309526.0779991448,9762756.922000796,1258.2520166635513,135.0,79.99999237060547,309525.89381730556,9762757.106182635,1259.729228258133,135.0,79.99999237060547,309526.262180984,9762756.737818956,1256.7748050689697,9
GL12DH2,51.0,54.0,3.0,85.43866666666668,256.31600000000003,135.0,79.99999237060547,309526.44636282325,9762756.553637117,1255.2975934743881,135.0,79.99999237060547,309526.262180984,9762756.737818956,1256.7748050689697,135.0,79.99999237060547,309526.6305446625,9762756.369455278,1253.8203818798065,9
GL12DH2,54.0,57.0,3.0,91.27103333333332,273.81309999999996,135.0,79.99999237060547,309526.8147265017,9762756.185273439,1252.343170285225,135.0,79.99999237060547,309526.6305446625,9762756.369455278,1253.8203818798065,135.0,79.99999237060547,309526.99890834093,9762756.0010916,1250.8659586906433,9
GL12DH2,57.0,60.0,3.0,94.572,283.716,135.0,79.99999237060547,309527.18309018016,9762755.81690976,1249.3887470960617,135.0,79.99999237060547,309526.99890834093,9762756.0010916,1250.8659586906433,135.0,80.00001525878906,309527.36727181077,9762755.63272813,1247.91153550148,9
GL12DH2,60.0,63.0,3.0,94.264,282.792,135.0,79.99999237060547,309527.5514534414,9762755.448546499,1246.4343239068985,135.0,80.00001525878906,309527.36727181077,9762755.63272813,1247.91153550148,135.0,79.99999237060547,309527.7356352806,9762755.26436466,1244.957112312317,9
GL12DH2,63.0,66.0,3.0,93.56266666666666,280.688,135.0,79.99999237060547,309527.91981711984,9762755.08018282,1243.4799007177353,135.0,79.99999237060547,309527.7356352806,9762755.26436466,1244.957112312317,135.0,79.99999237060547,309528.10399895906,9762754.896000981,1242.0026891231537,9
GL12DH3,51.0,54.0,3.0,81.42133333333332,244.26399999999995,135.0,79.99999237060547,309568.4463621676,9762732.553637832,1253.2975953817368,135.0,79.99999237060547,309568.26218032837,9762732.737819672,1254.7748069763184,135.0,79.99999237060547,309568.6305440068,9762732.369455993,1251.8203837871552,10
GL12DH3,54.0,57.0,3.0,86.04480000000001,258.1344,135.0,79.99999237060547,309568.81472584605,9762732.185274154,1250.3431721925735,135.0,79.99999237060547,309568.6305440068,9762732.369455993,1251.8203837871552,135.0,79.99999237060547,309568.9989076853,9762732.001092315,1248.865960597992,10
GL12DH3,57.0,60.0,3.0,77.23559999999999,231.7068,135.0,79.99999237060547,309569.1830895245,9762731.816910475,1247.3887490034103,135.0,79.99999237060547,309568.9989076853,9762732.001092315,1248.865960597992,135.0,80.00001525878906,309569.3672711551,9762731.632728845,1245.9115374088287,10
GL12DH3,60.0,63.0,3.0,73.7148,221.1444,135.0,79.99999237060547,309569.55145278573,9762731.448547214,1244.4343258142471,135.0,80.00001525878906,309569.3672711551,9762731.632728845,1245.9115374088287,135.0,79.99999237060547,309569.73563462496,9762731.264365375,1242.9571142196655,10
GL12DH3,63.0,66.0,3.0,76.14,228.42000000000002,135.0,79.99999237060547,309569.9198164642,9762731.080183536,1241.479902625084,135.0,79.99999237060547,309569.73563462496,9762731.264365375,1242.9571142196655,135.0,79.99999237060547,309570.1039983034,9762730.896001697,1240.0026910305023,10
GL12DH3,66.0,69.0,3.0,81.00000000000001,243.00000000000006,135.0,79.99999237060547,309570.28818014264,9762730.711819857,1238.5254794359207,135.0,79.99999237060547,309570.1039983034,9762730.896001697,1240.0026910305023,135.0,79.99999237060547,309570.47236198187,9762730.527638018,1237.048267841339,10
GL12DH3,69.0,72.0,3.0,89.31466666666665,267.94399999999996,135.0,79.99999237060547,309570.6565438211,9762730.343456179,1235.5710562467575,135.0,79.99999237060547,309570.47236198187,9762730.527638018,1237.048267841339,135.0,79.99999237060547,309570.8407256603,9762730.15927434,1234.093844652176,10
GL12DH3,72.0,75.0,3.0,90.54426666666666,271.6328,135.0,79.99999237060547,309571.02490749955,9762729.9750925,1232.6166330575943,135.0,79.99999237060547,309570.8407256603,9762730.15927434,1234.093844652176,135.0,79.99999237060547,309571.2090893388,9762729.790910661,1231.1394214630127,10
GL12DH3,75.0,78.0,3.0,88.35719999999999,265.0716,135.0,79.9999771118164,309571.3932713121,9762729.606728673,1229.662209868431,135.0,79.99999237060547,309571.2090893388,9762729.790910661,1231.1394214630127,135.0,79.99999237060547,309571.57745328546,9762729.422546685,1228.1849982738495,10
