BHID,FROM,TO,_len,caco3,_acum,azmm,dipm,xm,ym,zm,azmb,dipb,xb,yb,zb,azme,dipe,xe,ye,ze,BHIDint,Domain
GL10DH2,9.0,12.0,3.0,0.0,0.0,135.0,79.99999237060547,309458.289272666,9762572.710727334,1291.6595188379288,135.0,79.99999237060547,309458.10509082675,9762572.894909173,1293.1367304325104,135.0,79.99999237060547,309458.4734545052,9762572.526545495,1290.1823072433472,2,0
GL10DH2,12.0,15.0,3.0,0.0,0.0,135.0,79.99999237060547,309458.65763634443,9762572.342363656,1288.7050956487656,135.0,79.99999237060547,309458.4734545052,9762572.526545495,1290.1823072433472,135.0,79.99999237060547,309458.84181818366,9762572.158181816,1287.227884054184,2,0
GL10DH2,15.0,18.0,3.0,0.0,0.0,135.0,79.9999771118164,309459.026000157,9762571.973999828,1285.7506724596024,135.0,79.99999237060547,309458.84181818366,9762572.158181816,1287.227884054184,135.0,79.99999237060547,309459.21018213034,9762571.78981784,1284.2734608650208,2,0
GL10DH2,18.0,21.0,3.0,63.255733333333296,189.7671999999999,135.0,79.99999237060547,309459.39436396956,9762571.605636,1282.7962492704391,135.0,79.99999237060547,309459.21018213034,9762571.78981784,1284.2734608650208,135.0,80.00001525878906,309459.5785456002,9762571.42145437,1281.3190376758575,2,0
GL10DH2,21.0,24.0,3.0,91.394,274.182,135.0,79.99999237060547,309459.7627272308,9762571.23727274,1279.841826081276,135.0,80.00001525878906,309459.5785456002,9762571.42145437,1281.3190376758575,135.0,79.99999237060547,309459.94690907,9762571.0530909,1278.3646144866943,2,0
GL10DH2,24.0,27.0,3.0,89.45586666666667,268.3676,135.0,79.9999771118164,309460.13109104335,9762570.868908912,1276.8874028921127,135.0,79.99999237060547,309459.94690907,9762571.0530909,1278.3646144866943,135.0,79.99999237060547,309460.3152730167,9762570.684726924,1275.4101912975311,2,0
GL10DH2,27.0,30.0,3.0,60.87213333333335,182.61640000000006,135.0,79.99999237060547,309460.4994548559,9762570.500545084,1273.9329797029495,135.0,79.99999237060547,309460.3152730167,9762570.684726924,1275.4101912975311,135.0,80.00001525878906,309460.68363648653,9762570.316363454,1272.455768108368,2,0
GL10DH2,30.0,33.0,3.0,42.79,128.37,135.0,79.99999237060547,309460.86781811714,9762570.132181823,1270.9785565137863,135.0,80.00001525878906,309460.68363648653,9762570.316363454,1272.455768108368,135.0,79.99999237060547,309461.05199995637,9762569.947999984,1269.5013449192047,2,0
GL10DH2,33.0,36.0,3.0,69.65320000000001,208.95960000000002,135.0,79.9999771118164,309461.2361819297,9762569.763817996,1268.024133324623,135.0,79.99999237060547,309461.05199995637,9762569.947999984,1269.5013449192047,135.0,79.99999237060547,309461.42036390305,9762569.579636008,1266.5469217300415,2,0
GL10DH2,36.0,39.0,3.0,93.146,279.438,135.0,79.99999237060547,309461.6045457423,9762569.395454168,1265.06971013546,135.0,79.99999237060547,309461.42036390305,9762569.579636008,1266.5469217300415,135.0,80.00001525878906,309461.7887273729,9762569.211272538,1263.5924985408783,2,0
GL10DH2,39.0,42.0,3.0,93.47160000000001,280.4148,135.0,79.99999237060547,309461.9729090035,9762569.027090907,1262.1152869462967,135.0,80.00001525878906,309461.7887273729,9762569.211272538,1263.5924985408783,135.0,79.99999237060547,309462.1570908427,9762568.842909068,1260.638075351715,2,0
GL10DH2,42.0,45.0,3.0,45.77639999999991,137.32919999999973,135.0,79.9999771118164,309462.34127281606,9762568.65872708,1259.1608637571335,135.0,79.99999237060547,309462.1570908427,9762568.842909068,1260.638075351715,135.0,79.99999237060547,309462.5254547894,9762568.474545091,1257.6836521625519,2,0
GL10DH2,45.0,48.0,3.0,0.0,0.0,135.0,79.99999237060547,309462.7096366286,9762568.290363252,1256.2064405679703,135.0,79.99999237060547,309462.5254547894,9762568.474545091,1257.6836521625519,135.0,79.99999237060547,309462.89381846786,9762568.106181413,1254.7292289733887,2,0
GL10DH2,48.0,51.0,3.0,0.0,0.0,135.0,79.99999237060547,309463.0780003071,9762567.921999574,1253.252017378807,135.0,79.99999237060547,309462.89381846786,9762568.106181413,1254.7292289733887,135.0,79.99999237060547,309463.2621821463,9762567.737817734,1251.7748057842255,2,0
GL10DH2,51.0,54.0,3.0,0.0,0.0,135.0,79.99999237060547,309463.44636398554,9762567.553635895,1250.2975941896439,135.0,79.99999237060547,309463.2621821463,9762567.737817734,1251.7748057842255,135.0,79.99999237060547,309463.63054582477,9762567.369454056,1248.8203825950623,2,0
GL10DH2,54.0,57.0,3.0,0.0,0.0,135.0,79.99999237060547,309463.814727664,9762567.185272217,1247.3431710004807,135.0,79.99999237060547,309463.63054582477,9762567.369454056,1248.8203825950623,135.0,79.99999237060547,309463.9989095032,9762567.001090378,1245.865959405899,2,0
GL10DH2,57.0,60.0,3.0,0.0,0.0,135.0,79.99999237060547,309464.18309134245,9762566.816908538,1244.3887478113174,135.0,79.99999237060547,309463.9989095032,9762567.001090378,1245.865959405899,135.0,80.00001525878906,309464.36727297306,9762566.632726908,1242.9115362167358,2,0
GL10DH2,60.0,63.0,3.0,0.0,0.0,135.0,79.99999237060547,309464.5514546037,9762566.448545277,1241.4343246221542,135.0,80.00001525878906,309464.36727297306,9762566.632726908,1242.9115362167358,135.0,79.99999237060547,309464.7356364429,9762566.264363438,1239.9571130275726,2,0
GL10DH2,63.0,66.0,3.0,0.0,0.0,135.0,79.99999237060547,309464.9198182821,9762566.080181599,1238.479901432991,135.0,79.99999237060547,309464.7356364429,9762566.264363438,1239.9571130275726,135.0,79.99999237060547,309465.10400012136,9762565.89599976,1237.0026898384094,2,0
GL10DH2,66.0,69.0,3.0,0.0,0.0,135.0,79.99999237060547,309465.2881819606,9762565.71181792,1235.5254782438278,135.0,79.99999237060547,309465.10400012136,9762565.89599976,1237.0026898384094,135.0,79.99999237060547,309465.4723637998,9762565.527636081,1234.0482666492462,2,0
GL10DH2,69.0,72.0,3.0,0.0,0.0,135.0,79.99999237060547,309465.65654563904,9762565.343454242,1232.5710550546646,135.0,79.99999237060547,309465.4723637998,9762565.527636081,1234.0482666492462,135.0,79.99999237060547,309465.84072747827,9762565.159272403,1231.093843460083,2,0
GL10DH2,72.0,75.0,3.0,0.0,0.0,135.0,79.99999237060547,309466.0249093175,9762564.975090563,1229.6166318655014,135.0,79.99999237060547,309465.84072747827,9762565.159272403,1231.093843460083,135.0,79.99999237060547,309466.2090911567,9762564.790908724,1228.1394202709198,2,0
GL10DH2,75.0,78.0,3.0,0.0,0.0,135.0,79.9999771118164,309466.39327313006,9762564.606726736,1226.6622086763382,135.0,79.99999237060547,309466.2090911567,9762564.790908724,1228.1394202709198,135.0,79.99999237060547,309466.5774551034,9762564.422544748,1225.1849970817566,2,0
GL10DH2,78.0,81.0,3.0,0.0,0.0,135.0,79.99999237060547,309466.7616369426,9762564.238362908,1223.707785487175,135.0,79.99999237060547,309466.5774551034,9762564.422544748,1225.1849970817566,135.0,80.00001525878906,309466.94581857324,9762564.054181278,1222.2305738925934,2,0
GL10DH2,81.0,84.0,3.0,0.0,0.0,135.0,79.99999237060547,309467.13000020385,9762563.869999647,1220.7533622980118,135.0,80.00001525878906,309466.94581857324,9762564.054181278,1222.2305738925934,135.0,79.99999237060547,309467.3141820431,9762563.685817808,1219.2761507034302,2,0
GL10DH2,84.0,87.0,3.0,62.49333333333333,187.48,135.0,79.9999771118164,309467.4983640164,9762563.50163582,1217.7989391088486,135.0,79.99999237060547,309467.3141820431,9762563.685817808,1219.2761507034302,135.0,79.99999237060547,309467.68254598975,9762563.317453831,1216.321727514267,2,1
GL10DH2,87.0,90.0,3.0,93.74,281.21999999999997,135.0,79.99999237060547,309467.866727829,9762563.133271992,1214.8445159196854,135.0,79.99999237060547,309467.68254598975,9762563.317453831,1216.321727514267,135.0,80.00001525878906,309468.0509094596,9762562.949090362,1213.3673043251038,2,1
GL10DH2,90.0,93.0,3.0,93.74,281.21999999999997,135.0,79.99999237060547,309468.2350910902,9762562.764908731,1211.8900927305222,135.0,80.00001525878906,309468.0509094596,9762562.949090362,1213.3673043251038,135.0,79.99999237060547,309468.41927292943,9762562.580726892,1210.4128811359406,2,1
GL10DH2,93.0,96.0,3.0,93.74,281.21999999999997,135.0,79.9999771118164,309468.60345490277,9762562.396544904,1208.935669541359,135.0,79.99999237060547,309468.41927292943,9762562.580726892,1210.4128811359406,135.0,79.99999237060547,309468.7876368761,9762562.212362915,1207.4584579467773,2,1
GL10DH2,96.0,99.0,3.0,93.85593333333333,281.5678,135.0,79.99999237060547,309468.97181871533,9762562.028181076,1205.9812463521957,135.0,79.99999237060547,309468.7876368761,9762562.212362915,1207.4584579467773,135.0,80.00001525878906,309469.15600034595,9762561.843999445,1204.5040347576141,2,1
GL10DH2,99.0,102.0,3.0,93.87866666666666,281.63599999999997,135.0,79.99999237060547,309469.34018197656,9762561.659817815,1203.0268231630325,135.0,80.00001525878906,309469.15600034595,9762561.843999445,1204.5040347576141,135.0,80.00001525878906,309469.52436360717,9762561.475636184,1201.549611568451,2,1
GL10DH2,102.0,105.0,3.0,93.10239999999999,279.30719999999997,135.0,79.99999237060547,309469.7085452378,9762561.291454554,1200.0723999738693,135.0,80.00001525878906,309469.52436360717,9762561.475636184,1201.549611568451,135.0,79.99999237060547,309469.892727077,9762561.107272714,1198.5951883792877,2,1
GL10DH2,105.0,108.0,3.0,91.27933333333333,273.83799999999997,135.0,79.99999237060547,309470.07690891623,9762560.923090875,1197.1179767847061,135.0,79.99999237060547,309469.892727077,9762561.107272714,1198.5951883792877,135.0,79.99999237060547,309470.26109075546,9762560.738909036,1195.6407651901245,2,1
GL10DH2,108.0,111.0,3.0,64.37819999999984,193.13459999999952,135.0,79.99999237060547,309470.4452725947,9762560.554727197,1194.163553595543,135.0,79.99999237060547,309470.26109075546,9762560.738909036,1195.6407651901245,135.0,79.99999237060547,309470.6294544339,9762560.370545357,1192.6863420009613,2,1
GL10DH2,111.0,114.0,3.0,0.0,0.0,135.0,79.99999237060547,309470.81363627315,9762560.186363518,1191.2091304063797,135.0,79.99999237060547,309470.6294544339,9762560.370545357,1192.6863420009613,135.0,79.99999237060547,309470.9978181124,9762560.002181679,1189.731918811798,2,0
GL10DH2,114.0,117.0,2.0600000000000023,0.0,0.0,135.0,79.99999237060547,309471.1819999516,9762559.81799984,1188.2547072172165,135.0,79.99999237060547,309470.9978181124,9762560.002181679,1189.731918811798,135.0,80.0,309471.3661817163,9762559.633818075,1186.777495622635,2,0
GL10DH3,0.0,3.0,3.0,0.0,0.0,135.0,79.99999237060547,309497.1841816306,9762537.81581837,1299.5227884054184,135.0,80.00001525878906,309497.0,9762538.0,1301.0,135.0,79.99999237060547,309497.36836346984,9762537.63163653,1298.0455768108368,3,0
GL10DH3,3.0,6.0,3.0,0.0,0.0,135.0,79.99999237060547,309497.55254530907,9762537.447454691,1296.5683652162552,135.0,79.99999237060547,309497.36836346984,9762537.63163653,1298.0455768108368,135.0,79.99999237060547,309497.7367271483,9762537.263272852,1295.0911536216736,3,0
GL10DH3,6.0,9.0,3.0,0.0,0.0,135.0,79.99999237060547,309497.9209089875,9762537.079091012,1293.613942027092,135.0,79.99999237060547,309497.7367271483,9762537.263272852,1295.0911536216736,135.0,79.99999237060547,309498.10509082675,9762536.894909173,1292.1367304325104,3,0
GL10DH3,9.0,12.0,3.0,0.0,0.0,135.0,79.99999237060547,309498.289272666,9762536.710727334,1290.6595188379288,135.0,79.99999237060547,309498.10509082675,9762536.894909173,1292.1367304325104,135.0,79.99999237060547,309498.4734545052,9762536.526545495,1289.1823072433472,3,0
GL10DH3,12.0,15.0,3.0,0.0,0.0,135.0,79.99999237060547,309498.65763634443,9762536.342363656,1287.7050956487656,135.0,79.99999237060547,309498.4734545052,9762536.526545495,1289.1823072433472,135.0,79.99999237060547,309498.84181818366,9762536.158181816,1286.227884054184,3,0
GL10DH3,15.0,18.0,3.0,0.0,0.0,135.0,79.9999771118164,309499.026000157,9762535.973999828,1284.7506724596024,135.0,79.99999237060547,309498.84181818366,9762536.158181816,1286.227884054184,135.0,79.99999237060547,309499.21018213034,9762535.78981784,1283.2734608650208,3,0
GL10DH3,18.0,21.0,3.0,0.0,0.0,135.0,79.99999237060547,309499.39436396956,9762535.605636,1281.7962492704391,135.0,79.99999237060547,309499.21018213034,9762535.78981784,1283.2734608650208,135.0,80.00001525878906,309499.5785456002,9762535.42145437,1280.3190376758575,3,0
GL10DH3,21.0,24.0,3.0,0.0,0.0,135.0,79.99999237060547,309499.7627272308,9762535.23727274,1278.841826081276,135.0,80.00001525878906,309499.5785456002,9762535.42145437,1280.3190376758575,135.0,79.99999237060547,309499.94690907,9762535.0530909,1277.3646144866943,3,0
GL10DH3,24.0,27.0,3.0,0.0,0.0,135.0,79.9999771118164,309500.13109104335,9762534.868908912,1275.8874028921127,135.0,79.99999237060547,309499.94690907,9762535.0530909,1277.3646144866943,135.0,79.99999237060547,309500.3152730167,9762534.684726924,1274.4101912975311,3,0
GL10DH3,27.0,30.0,3.0,0.0,0.0,135.0,79.99999237060547,309500.4994548559,9762534.500545084,1272.9329797029495,135.0,79.99999237060547,309500.3152730167,9762534.684726924,1274.4101912975311,135.0,80.00001525878906,309500.68363648653,9762534.316363454,1271.455768108368,3,0
GL10DH3,30.0,33.0,3.0,0.0,0.0,135.0,79.99999237060547,309500.86781811714,9762534.132181823,1269.9785565137863,135.0,80.00001525878906,309500.68363648653,9762534.316363454,1271.455768108368,135.0,79.99999237060547,309501.05199995637,9762533.947999984,1268.5013449192047,3,0
GL10DH3,33.0,36.0,3.0,0.0,0.0,135.0,79.9999771118164,309501.2361819297,9762533.763817996,1267.024133324623,135.0,79.99999237060547,309501.05199995637,9762533.947999984,1268.5013449192047,135.0,79.99999237060547,309501.42036390305,9762533.579636008,1265.5469217300415,3,0
GL10DH3,36.0,39.0,3.0,0.0,0.0,135.0,79.99999237060547,309501.6045457423,9762533.395454168,1264.06971013546,135.0,79.99999237060547,309501.42036390305,9762533.579636008,1265.5469217300415,135.0,80.00001525878906,309501.7887273729,9762533.211272538,1262.5924985408783,3,0
GL10DH3,39.0,42.0,3.0,0.0,0.0,135.0,79.99999237060547,309501.9729090035,9762533.027090907,1261.1152869462967,135.0,80.00001525878906,309501.7887273729,9762533.211272538,1262.5924985408783,135.0,79.99999237060547,309502.1570908427,9762532.842909068,1259.638075351715,3,0
GL10DH3,42.0,45.0,3.0,0.0,0.0,135.0,79.99999237060547,309502.34127268195,9762532.658727229,1258.1608637571335,135.0,79.99999237060547,309502.1570908427,9762532.842909068,1259.638075351715,135.0,79.99999237060547,309502.5254545212,9762532.47454539,1256.6836521625519,3,0
GL10DH3,45.0,48.0,3.0,0.0,0.0,135.0,79.99999237060547,309502.7096363604,9762532.29036355,1255.2064405679703,135.0,79.99999237060547,309502.5254545212,9762532.47454539,1256.6836521625519,135.0,79.99999237060547,309502.89381819963,9762532.106181711,1253.7292289733887,3,0
GL11DH1,0.0,3.0,3.0,0.0,0.0,135.0,79.99999237060547,309503.1841816306,9762680.81581837,1302.5227884054184,135.0,80.00001525878906,309503.0,9762681.0,1304.0,135.0,79.99999237060547,309503.36836346984,9762680.63163653,1301.0455768108368,4,0
GL11DH1,3.0,6.0,3.0,0.0,0.0,135.0,79.99999237060547,309503.55254530907,9762680.447454691,1299.5683652162552,135.0,79.99999237060547,309503.36836346984,9762680.63163653,1301.0455768108368,135.0,79.99999237060547,309503.7367271483,9762680.263272852,1298.0911536216736,4,0
GL11DH1,6.0,9.0,3.0,0.0,0.0,135.0,79.99999237060547,309503.9209089875,9762680.079091012,1296.613942027092,135.0,79.99999237060547,309503.7367271483,9762680.263272852,1298.0911536216736,135.0,79.99999237060547,309504.10509082675,9762679.894909173,1295.1367304325104,4,0
GL11DH1,9.0,12.0,3.0,0.0,0.0,135.0,79.99999237060547,309504.289272666,9762679.710727334,1293.6595188379288,135.0,79.99999237060547,309504.10509082675,9762679.894909173,1295.1367304325104,135.0,79.99999237060547,309504.4734545052,9762679.526545495,1292.1823072433472,4,0
GL11DH1,12.0,15.0,3.0,0.0,0.0,135.0,79.99999237060547,309504.65763634443,9762679.342363656,1290.7050956487656,135.0,79.99999237060547,309504.4734545052,9762679.526545495,1292.1823072433472,135.0,79.99999237060547,309504.84181818366,9762679.158181816,1289.227884054184,4,0
GL11DH1,15.0,18.0,3.0,0.0,0.0,135.0,79.9999771118164,309505.026000157,9762678.973999828,1287.7506724596024,135.0,79.99999237060547,309504.84181818366,9762679.158181816,1289.227884054184,135.0,79.99999237060547,309505.21018213034,9762678.78981784,1286.2734608650208,4,0
GL11DH1,18.0,21.0,3.0,0.0,0.0,135.0,79.99999237060547,309505.39436396956,9762678.605636,1284.7962492704391,135.0,79.99999237060547,309505.21018213034,9762678.78981784,1286.2734608650208,135.0,80.00001525878906,309505.5785456002,9762678.42145437,1283.3190376758575,4,0
GL11DH1,21.0,24.0,3.0,65.38259999999997,196.1477999999999,135.0,79.99999237060547,309505.7627272308,9762678.23727274,1281.841826081276,135.0,80.00001525878906,309505.5785456002,9762678.42145437,1283.3190376758575,135.0,79.99999237060547,309505.94690907,9762678.0530909,1280.3646144866943,4,1
GL11DH1,24.0,27.0,3.0,90.95666666666666,272.87,135.0,79.9999771118164,309506.13109104335,9762677.868908912,1278.8874028921127,135.0,79.99999237060547,309505.94690907,9762678.0530909,1280.3646144866943,135.0,79.99999237060547,309506.3152730167,9762677.684726924,1277.4101912975311,4,1
GL11DH1,27.0,30.0,3.0,90.84333333333332,272.53,135.0,79.99999237060547,309506.4994548559,9762677.500545084,1275.9329797029495,135.0,79.99999237060547,309506.3152730167,9762677.684726924,1277.4101912975311,135.0,80.00001525878906,309506.68363648653,9762677.316363454,1274.455768108368,4,1
GL11DH1,30.0,33.0,3.0,88.875,266.625,135.0,79.99999237060547,309506.86781811714,9762677.132181823,1272.9785565137863,135.0,80.00001525878906,309506.68363648653,9762677.316363454,1274.455768108368,135.0,79.99999237060547,309507.05199995637,9762676.947999984,1271.5013449192047,4,1
GL11DH1,33.0,36.0,3.0,90.14833333333333,270.445,135.0,79.9999771118164,309507.2361819297,9762676.763817996,1270.024133324623,135.0,79.99999237060547,309507.05199995637,9762676.947999984,1271.5013449192047,135.0,79.99999237060547,309507.42036390305,9762676.579636008,1268.5469217300415,4,1
GL11DH1,36.0,39.0,3.0,91.56333333333333,274.69,135.0,79.99999237060547,309507.6045457423,9762676.395454168,1267.06971013546,135.0,79.99999237060547,309507.42036390305,9762676.579636008,1268.5469217300415,135.0,80.00001525878906,309507.7887273729,9762676.211272538,1265.5924985408783,4,1
